Gene name,Common canary gene name,Common carp gene name,Common wall lizard gene name,Common wombat gene name,Coquerel's sifaka gene name
GTPBP1,GTPBP1,gtpbp1l,GTPBP1,GTPBP1,GTPBP1
GTPBP1,GTPBP1,gtpbp1,GTPBP1,GTPBP1,GTPBP1
GTPBP1,GTPBP1,gtpbp1l,GTPBP1,GTPBP1,GTPBP1
GTPBP1,GTPBP1,gtpbp1,GTPBP1,GTPBP1,GTPBP1
PSMB2,PSMB2,psmb2,PSMB2,,PSMB2
PSMB2,PSMB2,psmb2,PSMB2,,PSMB2
PSMB2,PSMB2,psmb2,PSMB2,,PSMB2
PSMB2,PSMB2,psmb2,PSMB2,,PSMB2
,,,,,
,,,,,
,,,,,
PKLR,,,,,
PRAMEF18,,,,,
PRAMEF31P,,,,,
PRAMEF32P,,,,,
,,,,,
RNU6-771P,,,,,
PRAMEF28P,,,,,
,,,,,
,,,,,
PRAMEF27,,,,,
,,,,,
,,,,,
,,,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
HBA1,,hbae4,,,
,,,,,
,,,,,
KIR2DL3,,,,,
,,,,,
PLCH2,,,,,
,,,,,
,,,,,
,,,,,
DUS4L,DUS4L,dus4l,DUS4L,DUS4L,DUS4L
DUS4L,DUS4L,dus4l,DUS4L,DUS4L,DUS4L
GAPDHP77,,,,,
FCF1,FCF1,fcf1,FCF1,FCF1,
FCF1,FCF1,,FCF1,FCF1,
GUCY2F,,,,,GUCY2F
,,,,,
,,,,,
,,,,,
HNRNPCL3,,,,,
PRAMEF25,,,,,
,,,,,
DSG1-AS1,,,,,
CCL27,,ccl27b,,,CCL27
Y_RNA,,,,,
PPIAP74,,,,,
KIR2DP1,,,,,
HBQ1,,,,,HBQ1
KRT18P35,,,,,
KIR2DL1,,,,,
,,,,,
LINC02460,,,,,
TMEM38BP1,,,,,
,,,,,
,,,,,
ST13P3,,,,,
HMGN2P26,,,,,
,,,,,
,,,,,
RNU6-359P,,,,U6,
RNU6-359P,,,,U6,
DSG2-AS1,,,,,
DDX28,DDX28,ddx28,DDX28,,DDX28
DDX28,DDX28,,DDX28,,DDX28
,,,,,
,,,,,
EEFSEC,EEFSEC,eefsec,EEFSEC,EEFSEC,EEFSEC
EEFSEC,EEFSEC,eefsec,EEFSEC,EEFSEC,EEFSEC
KIR2DL1,,,,,
STAC3,,,STAC3,STAC3,STAC3
KIR3DP1,,,,,
CTDP1-DT,,,,,
,,,,,
KIR2DL4,,,,,
HNRNPCL2,,,,,
LINC00667,,,,,
,,,,,
PRAMEF26,,,,,
NXT2,NXT2,nxt2,NXT2,,NXT2
NXT2,NXT2,nxt2,NXT2,,NXT2
NXT2,NXT2,nxt2,NXT2,,NXT2
CCL19,,,,CCL19,CCL19
,,,,,
RPS29P6,,,,,
ENPP7P15,,,,,
SNRPCP5,,,,,
,,,,,
RPS3AP39,,,,,
MTX1LP,,,,,
HNRNPCL4,,,,,
PRAMEF9,,,,,
,,,,,
GLYATL1P1,,,,,
SCAMP3,,,,,
SLC2A2,SLC2A2,slc2a2,SLC2A2,SLC2A2,SLC2A2
SLC2A2,SLC2A2,slc2a2,SLC2A2,SLC2A2,SLC2A2
CHCHD10,,chchd10,CHCHD10,CHCHD10,CHCHD10
CHCHD10,,chchd10,CHCHD10,CHCHD10,CHCHD10
SPATA31F1,,,,,SPATA31F1
GLYATL1P4,,,,,
GLYATL1B,,si:dkey-76k16.6,,,
GLYATL1B,,,,,
PRAMEF5,,,,,
THRAP3,THRAP3,thrap3a,THRAP3,THRAP3,THRAP3
THRAP3,THRAP3,thrap3b,THRAP3,THRAP3,THRAP3
THRAP3,THRAP3,thrap3b,THRAP3,THRAP3,THRAP3
THRAP3,THRAP3,thrap3a,THRAP3,THRAP3,THRAP3
RALB,RALB,,RALB,RALB,RALB
RALB,RALB,,RALB,RALB,RALB
RALB,RALB,ralba,RALB,RALB,RALB
RALB,RALB,ralba,RALB,RALB,RALB
SIGMAR1,SIGMAR1,SIGMAR1,SIGMAR1,SIGMAR1,SIGMAR1
SIGMAR1,SIGMAR1,sigmar1,SIGMAR1,SIGMAR1,SIGMAR1
,,,,,
FAM111B,,,,,FAM111B
FAM111B,,fam111.2,,,FAM111B
FAM111B,,,,,FAM111B
FAM111B,,,,,FAM111B
MFN1P1,,,,,
HES5,,,,,
KCNE5,,,KCNE5,,
CPA2,CPA2,cpa2,CPA2,CPA2,CPA2
CPA2,CPA2,cpa4,CPA2,CPA2,CPA2
CPA2,CPA2,cpa2,CPA2,CPA2,CPA2
MMP11,MMP11,mmp11a,,,MMP11
MMP11,MMP11,,,,MMP11
MMP11,MMP11,mmp11a,,,MMP11
MMP11,MMP11,,,,MMP11
MMP11,MMP11,mmp11a,,,MMP11
MMP11,MMP11,,,,MMP11
MMP11,MMP11,mmp11a,,,MMP11
MMP11,MMP11,,,,MMP11
NFATC3,NFATC3,nfatc3a,NFATC3,NFATC3,NFATC3
NFATC3,NFATC3,nfatc3a,NFATC3,NFATC3,NFATC3
YLPM1,YLPM1,,YLPM1,YLPM1,YLPM1
YLPM1,YLPM1,ylpm1,YLPM1,YLPM1,YLPM1
PRAMEF8,,,,,
TNFRSF14-AS1,,,,,
,,,,,
ACSL4,ACSL4,acsl4a,ACSL4,ACSL4,ACSL4
ACSL4,ACSL4,acsl4a,ACSL4,ACSL4,ACSL4
ACSL4,ACSL4,cwc15,ACSL4,ACSL4,ACSL4
ACSL4,ACSL4,cwc15,ACSL4,ACSL4,ACSL4
,,,,,
,,,,,
PRAMEF33,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
PRXL2B,,,,,
TIMM50,,timm50,,TIMM50,TIMM50
TIMM50,,timm50,,TIMM50,TIMM50
DTX4,DTX4,,DTX4,DTX4,DTX4
DTX4,DTX4,dtx4a,DTX4,DTX4,DTX4
DTX4,DTX4,dtx4a,DTX4,DTX4,DTX4
DTX4,DTX4,,DTX4,DTX4,DTX4
,,,,,
,,,,,
ZNF133,,,,,ZNF133
KIR3DP1,,,,,
,,,,,
KIR2DL4,,,,,
MIR6877,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
GTF3C5,GTF3C5,gtf3c5,GTF3C5,GTF3C5,GTF3C5
GBA1,,,,,
CPA4,,,,,CPA4
BRAP,BRAP,brap,BRAP,BRAP,BRAP
BRAP,BRAP,brap,BRAP,BRAP,BRAP
DCBLD1,DCBLD1,dcbld1,DCBLD1,DCBLD1,DCBLD1
DCBLD1,DCBLD1,dcbld1,DCBLD1,DCBLD1,DCBLD1
ASCC2,ASCC2,ascc2,ASCC2,ASCC2,ASCC2
ASCC2,ASCC2,ascc2,ASCC2,ASCC2,ASCC2
,,,,,
,,,,,
MPEG1,MPEG1,mpeg1.1,MPEG1,MPEG1,
MPEG1,MPEG1,mpeg1.1,MPEG1,MPEG1,
MPEG1,MPEG1,mpeg1.2,MPEG1,MPEG1,
MPEG1,MPEG1,mpeg1.3,MPEG1,MPEG1,
SLITRK3,SLITRK3,,SLITRK3,SLITRK3,SLITRK3
SLITRK3,SLITRK3,,SLITRK3,SLITRK3,SLITRK3
,,,,,
RN7SL42P,,,,,
SLC25A47P1,,,,,
,,,,,
KIR3DS1,,,,,
,,,,,
MIR107,,,,MIR107,MIR107
MIR107,,,,MIR107,MIR107
MIR107,,,,MIR107,MIR107
MIR107,,,,MIR107,MIR107
MIR107,,,,MIR107,MIR107
MIR107,,,,MIR107,MIR107
RN7SL435P,,,,,
MIR5100,,,,,
CSGALNACT2,CSGALNACT2,csgalnact2,CSGALNACT2,CSGALNACT2,CSGALNACT2
CSGALNACT2,CSGALNACT2,csgalnact2,CSGALNACT2,CSGALNACT2,CSGALNACT2
ELOAP1,,,,,
,,,,,
OR5AN2P,,,,,
LINC01893,,,,,
,,,,,
OR5BR1P,,,,,
,,,,,
RPS27P9,,,,,
ARL4C,ARL4C,arl4ca,ARL4C,ARL4C,ARL4C
ARL4C,ARL4C,arl4cb,ARL4C,ARL4C,ARL4C
ARL4C,ARL4C,arl4cb,ARL4C,ARL4C,ARL4C
,,,,,
RPL19P6,,,,,
,,,,,
PADI6,,padi2,,,PADI6
PADI6,,padi2,,,PADI6
,,,,,
,,,,,
,,,,,
,,,,,
RASGEF1A,RASGEF1A,,RASGEF1A,RASGEF1A,RASGEF1A
,,,,,
,,,,,
SRSF3P6,,,,,
UBE2V1P2,,,,,
,,,,,
ATP5MC1P4,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
YWHAQP6,,,,,
IDI1P1,,,,,
VPS26CP1,,,,,
,,,,,
,,,,,
,,,,,
VWA5A,,,,,
EDAR,EDAR,edar,EDAR,,EDAR
EDAR,EDAR,edar,EDAR,,EDAR
EDAR,EDAR,edar,EDAR,,EDAR
EDAR,EDAR,edar,EDAR,,EDAR
,,,,,
,,,,,
,,,,,
PADI4,,padi2,,PADI4,PADI4
PADI4,,padi2,,PADI4,PADI4
,,,,,
LDLRAD4-AS1,,,,,
,,,,,
MESTIT1,,,,,
LGALS3,LGALS3,lgals3a,,LGALS3,LGALS3
LGALS3,LGALS3,lgals3a,,LGALS3,LGALS3
LGALS3,LGALS3,lgals3a,,LGALS3,LGALS3
LGALS3,LGALS3,lgals3a,,LGALS3,LGALS3
,,,,,
,,,,,
,,,,,
,,,,,
LINC01029,,,,,
CHPT1,CHPT1,chpt1,CHPT1,CHPT1,CHPT1
CHPT1,CHPT1,chpt1,CHPT1,CHPT1,CHPT1
PHF3,PHF3,phf3,PHF3,PHF3,PHF3
PHF3,PHF3,phf3,PHF3,PHF3,PHF3
,,,,,
F13B,,,,,
KIR3DL1,,,,,
RNU6ATAC11P,,,,,
RPL5P26,,,,,
THOC1-DT,,,,,
KCNT2,,,,,
MEST,MEST,mest,MEST,MEST,MEST
MEST,MEST,mest,MEST,MEST,MEST
,,,,,
GLUD1,,glud1a,,,
,,,,,
DLL3,,,,DLL3,DLL3
DLL3,,,,DLL3,DLL3
,,,,,
,,,,,
LINC01654,,,,,
,,,,,
,,,,,
MIR4735,,,,,
,,,,,
RHBDL2,,rhbdl2,RHBDL2,RHBDL2,RHBDL2
RHBDL2,,rhbdl2,RHBDL2,RHBDL2,RHBDL2
,,,,,
CFHR5,,,,,
TWSG1-DT,,,,,
KIR2DL5A,,,,,
CFHR2,,,,,
RNF103-CHMP3,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CYP4F35P,,,,,
CFAP144,,cfap144,,,
ICOS,ICOS,,,,ICOS
DLGAP5,DLGAP5,dlgap5,DLGAP5,,
DLGAP5,DLGAP5,dlgap5,DLGAP5,,
EID2B,,,,,
EID2,,,,,
,,,,,
TNIK,TNIK,TNIK,TNIK,TNIK,TNIK
TNIK,TNIK,TNIK,TNIK,TNIK,TNIK
,,,,,
KIR2DS5,,,,,
TPBG,TPBG,tpbgb,TPBG,TPBG,TPBG
TPBG,TPBG,tpbgb,TPBG,TPBG,TPBG
RPL17P37,,,,,
,,,,,
LINC02393,,,,,
TPM3P8,,,,,
RPS29P24,,,,,
KIR2DS1,,,,,
RPS29P25,,,,,
TSPYL1,,nap1l4a,TSPYL1,,TSPYL1
TSPYL1,,nap1l4a,TSPYL1,,TSPYL1
TSPYL1,,tspy,TSPYL1,,TSPYL1
TSPYL1,,tspy,TSPYL1,,TSPYL1
TBX3,TBX3,tbx3a,TBX3,TBX3,
TBX3,TBX3,tbx3a,TBX3,TBX3,
CHGB,CHGB,,,,CHGB
KIR3DL2,,,,,
PNMA8A,,,,,PNMA8A
PNMA8A,,,,,PNMA8A
PNMA8A,,,,,PNMA8A
SIM1,SIM1,sim1a,,SIM1,SIM1
SIM1,SIM1,sim1a,,SIM1,SIM1
SIM1,SIM1,sim1a,,SIM1,SIM1
SIM1,SIM1,sim1a,,SIM1,SIM1
MDH1B,MDH1B,mdh1b,,MDH1B,MDH1B
MDH1B,MDH1B,mdh1b,,MDH1B,MDH1B
HCN3,,,,,
KANK1P1,,,,,
ZMYM4,ZMYM4,,ZMYM4,ZMYM4,ZMYM4
EIF5A,,,,,
EIF5A,,,,,
EIF5A,,,,,
EIF5A,,,,,
EIF5A,,,,,
EIF5A,,,,,
TRMT6,TRMT6,trmt6,TRMT6,TRMT6,TRMT6
TRMT6,TRMT6,trmt6,TRMT6,TRMT6,TRMT6
RNU6-331P,,,U6,,
PNMA8B,,,,,PNMA8B
PNMA8B,,,,,PNMA8B
PNMA8B,,,,,PNMA8B
RNU6-375P,,,,,
L3MBTL2,L3MBTL2,l3mbtl2,,L3MBTL2,L3MBTL2
L3MBTL2,L3MBTL2,l3mbtl2,,L3MBTL2,L3MBTL2
L3MBTL2,L3MBTL2,l3mbtl2,,L3MBTL2,L3MBTL2
L3MBTL2,L3MBTL2,l3mbtl2,,L3MBTL2,L3MBTL2
,,,,,
GAPDHP38,,,,,
,,,,,
,,,,,
LINC01896,,,,,
CALM3,,calm1b,CALM3,,CALM3
CALM3,,calm3a,CALM3,,CALM3
CALM3,,calm3a,CALM3,,CALM3
CALM3,,calm1b,CALM3,,CALM3
CALM3,,calm1b,CALM3,,CALM3
CALM3,,calm3a,CALM3,,CALM3
CALM3,,calm3a,CALM3,,CALM3
CALM3,,calm1b,CALM3,,CALM3
,,,,,
NUP153,NUP153,nup153,NUP153,NUP153,NUP153
NUP153,NUP153,nup153,NUP153,NUP153,NUP153
ZNF271P,,,,,
ENTREP3,,,,,
,,,,,
SVOP,SVOP,SVOP,SVOP,SVOP,SVOP
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC01255,,,,,
MCM8,MCM8,,MCM8,MCM8,MCM8
MCM8,MCM8,MCM8,MCM8,MCM8,MCM8
KIR2DS4,,,,,
PPIAP65,,,,,
ANHX,,six7,,,ANHX
ANHX,,six4a,,,ANHX
ANHX,,six4a,,,ANHX
ANHX,,six4b,,,ANHX
ANHX,,six4b,,,ANHX
TXNL4AP1,,,,,
LILRP2,,,,,
LILRP2,,,,,
U6,,,,,
,,,,,
,,,,,
FCAR,,,,,
COX5AP1,,,,,
FBXO34,FBXO34,fbxo34,FBXO34,,
FBXO34,FBXO34,fbxo34,FBXO34,,
CASC18,,,,,
CEL,CEL,,CEL,,
CEL,CEL,,CEL,,
,,,,,
BARD1,BARD1,,BARD1,BARD1,BARD1
BARD1,BARD1,bard1,BARD1,BARD1,BARD1
ZNF407-AS1,,,,,
,,,,,
,,,,,
Metazoa_SRP,,,,,
SYCP3,,,,,SYCP3
CHMP4BP1,,,,,
,,,,,
ATG14,ATG14,atg14,ATG14,ATG14,ATG14
ATG14,ATG14,atg14,ATG14,ATG14,ATG14
,,,,,
OR10D1P,,,,,
VAV3-AS1,,,,,
OR8F1P,,,,,
OR8G7P,,,,,
,,,,,
SLC5A4P1,,,,,
,,,,,
TALDO1,TALDO1,taldo1,TALDO1,TALDO1,TALDO1
,,,,,
,,,,,
ST13P21,,,,,
,,,,,
HMGN1P1,,,,,
RPL7L1P21,,,,,
RPL7AP4,,,,,
,,,,,
ABI1P1,,,,,
SLC25A24,,,,,
Y_RNA,,,,,
NDUFV2-AS1,,,,,
ZFYVE26,ZFYVE26,zfyve26,ZFYVE26,ZFYVE26,ZFYVE26
ZFYVE26,ZFYVE26,zfyve26,ZFYVE26,ZFYVE26,ZFYVE26
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CHADL,CHADL,,CHADL,,CHADL
CHADL,CHADL,,CHADL,,CHADL
,,,,,
,,,,,
,,,,,
RALGDS,RALGDS,,RALGDS,RALGDS,RALGDS
RALGDS,RALGDS,ralgds,RALGDS,RALGDS,RALGDS
RALGDS,RALGDS,,RALGDS,RALGDS,RALGDS
RALGDS,RALGDS,ralgds,RALGDS,RALGDS,RALGDS
ZNF236-DT,,,,,
GPR31,,,,GPR31,
GPR31,,,,GPR31,
,,,,,
AQP4-AS1,,,,,
FARS2,FARS2,fars2,FARS2,FARS2,FARS2
DACT3,,,DACT3,,DACT3
DACT3,,,DACT3,,DACT3
DACT3,,,DACT3,,DACT3
DACT3,,,DACT3,,DACT3
DACT3,,,DACT3,,DACT3
DACT3,,,DACT3,,DACT3
DACT3,,,DACT3,,DACT3
DACT3,,,DACT3,,DACT3
NCR1,,,,,
GPS2,,gps2,GPS2,,GPS2
GPS2,,gps2,GPS2,,GPS2
GPS2,,,GPS2,,GPS2
GPS2,,gps2,GPS2,,GPS2
GPS2,,gps2,GPS2,,GPS2
GPS2,,,GPS2,,GPS2
,,,,,
,,,,,
Y_RNA,,,,,
RPS5P7,,,,,
H2AB2,,,,,
FABP6,FABP6,fabp6,FABP6,FABP6,FABP6
FABP6,FABP6,fabp6,FABP6,FABP6,FABP6
,,,,,
F8A2,,f8a,,,
F8A2,,f8a,,,
ATP6V1G3,,,,,
TREX2,,plex9.2,TREX2,TREX2,TREX2
TREX2,,plex9.1,TREX2,TREX2,TREX2
,,,,,
MIR6889,,,,,
,,,,,
,,,,,
SOX10,SOX10,SOX10,SOX10,SOX10,SOX10
SOX10,SOX10,,SOX10,SOX10,SOX10
RN7SL364P,,,,,
MIR320E,,,,,
Y_RNA,Y_RNA,,,Y_RNA,
FGFR1OP2,FGFR1OP2,fgfr1op2,FGFR1OP2,,FGFR1OP2
FGFR1OP2,FGFR1OP2,fgfr1op2,FGFR1OP2,,FGFR1OP2
FGFR1OP2,FGFR1OP2,fgfr1op2,FGFR1OP2,,FGFR1OP2
FGFR1OP2,FGFR1OP2,fgfr1op2,FGFR1OP2,,FGFR1OP2
LRFN1,,lrfn1,LRFN1,LRFN1,LRFN1
LRFN1,,lrfn1,LRFN1,LRFN1,LRFN1
CRB3,,,,,CRB3
PTPRC,,,,,
GATD1,GATD1,,,GATD1,GATD1
NBPF6,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Y_RNA,,,,,
MTCO1P59,,,,,
XRCC4,XRCC4,,XRCC4,XRCC4,XRCC4
,,,,,
,,,,,
RN7SL498P,,,,,
,,,,,
,,,,,
PRDM13,,prdm13,PRDM13,PRDM13,PRDM13
PRDM13,,,PRDM13,PRDM13,PRDM13
CRLS1,CRLS1,crls1,CRLS1,CRLS1,CRLS1
,,,,,
,,,,,
,,,,,
MAFF,MAFF,maff,MAFF,MAFF,MAFF
MAFF,MAFF,maff,MAFF,MAFF,MAFF
,,,,,
AKR7A2P2,,,,,
,,,,,
,,,,,
COBLP1,,,,,
GYG2-AS1,,,,,
PCAT18,,,,,
ARSD,,,,ARSD,ARSD
ARSD,,,,ARSD,ARSD
ARSD,,,,ARSD,ARSD
ARSD,,,,ARSD,ARSD
ARSD,,,,ARSD,ARSD
ARSD,,,,ARSD,ARSD
,,,,,
ABCD2,ABCD2,ABCD2,ABCD2,ABCD2,ABCD2
ABCD2,ABCD2,ABCD2,ABCD2,ABCD2,ABCD2
,,,,,
C1orf216,C1orf216,,C1orf216,C1orf216,
,,,,,
,,,,,
,,,,,
,,,,,
DTNBP1,DTNBP1,dtnbp1b,DTNBP1,DTNBP1,DTNBP1
DTNBP1,DTNBP1,dtnbp1a,DTNBP1,DTNBP1,DTNBP1
DTNBP1,DTNBP1,dtnbp1b,DTNBP1,DTNBP1,DTNBP1
DTNBP1,DTNBP1,dtnbp1a,DTNBP1,DTNBP1,DTNBP1
DENND1C,,dennd1c,,DENND1C,DENND1C
,,,,,
SHMT1P1,,,,,
,,,,,
,,,,,
,,,,,
ACTL8,,,,,ACTL8
,,,,,
,,,,,
TMEM184B,TMEM184B,,TMEM184B,TMEM184B,TMEM184B
TMEM184B,TMEM184B,tmem184ba,TMEM184B,TMEM184B,TMEM184B
TMEM184B,TMEM184B,,TMEM184B,TMEM184B,TMEM184B
TMEM184B,TMEM184B,tmem184ba,TMEM184B,TMEM184B,TMEM184B
DLGAP1-AS5,,,,,
PHB1P12,,,,,
YEATS4,YEATS4,yeats4,,YEATS4,YEATS4
YEATS4,YEATS4,yeats4,,YEATS4,YEATS4
YEATS4,YEATS4,yeats4,,YEATS4,YEATS4
YEATS4,YEATS4,yeats4,,YEATS4,YEATS4
RLF,RLF,,,RLF,RLF
RLF,RLF,,,RLF,RLF
RLF,RLF,,,RLF,RLF
RLF,RLF,,,RLF,RLF
,,,,,
,,,,,
NETO1-DT,,,,,
,,,,,
TARDBPP1,,,,,
NMUR2,,,NMUR2,NMUR2,NMUR2
LRRN4,LRRN4,,LRRN4,,LRRN4
,,,,,
COX6CP17,,,,,
,,,,,
RNU6-535P,,,,U6,
RN7SKP167,,,,,
,,,,,
ARSD-AS1,,,,,
MIR5699,,,,,
MIR4527HG,,,,,
ARSH,,sulf2a,,ARSH,ARSH
ARSH,,sulf2a,,ARSH,ARSH
ARSH,,arsib,,ARSH,ARSH
CTNNA3,CTNNA3,,CTNNA3,,CTNNA3
CTNNA3,CTNNA3,,CTNNA3,,CTNNA3
RNU1-55P,,,,U1,
SYNCRIPP1,,,,,
,,,,,
FGFR3P3,,,,,
ATRN,ATRN,atrn,ATRN,ATRN,ATRN
ATRN,ATRN,atrn,ATRN,ATRN,ATRN
,,,,,
,,,,,
TRPC7,TRPC7,trpc7a,TRPC7,TRPC7,TRPC7
TRPC7,TRPC7,,TRPC7,TRPC7,TRPC7
TRPC7,TRPC7,,TRPC7,TRPC7,TRPC7
,,,,,
,,,,,
GREB1L-DT,,,,,
ARSF,,sulf2a,,ARSF,
ARSF,,sulf2a,,ARSF,
ARSF,,gnsb,,ARSF,
ARSF,,gnsb,,ARSF,
ARSF,,arsib,,ARSF,
NLRP7,,,,,
,,,,,
,,,,,
Y_RNA,,,,,
RNU6-275P,,,,,
RN7SKP161,,,,,
Y_RNA,,,,,
Metazoa_SRP,,,,,
Y_RNA,,,,Y_RNA,
,,,,,
RNU7-60P,,,,,
,,,,,
RNU6-837P,,,,U6,
RNU6-837P,,,,U6,
RNU6-837P,,,,U6,
RNU6-837P,,,,U6,
,,,,,
MIR1244-4,,,,,
RNU6-545P,,,,,
,,,,,
MIR3974,,,,,
Y_RNA,Y_RNA,,,Y_RNA,
RNU6-251P,,,,U6,
RN7SL38P,,,,,
RNU6-318P,,,,U6,
Y_RNA,,,,,
RNA5SP357,,,,,
Y_RNA,,,,,
RNA5SP360,,,,,
,,,,,
RNA5SP356,,,,,
RNA5SP358,,,,,
,,,,,
RN7SL578P,,,,,
RNA5SP359,,,,,
RPL31P12,,,,,
RNU6-472P,,,,U6,
,,,,,
RPS24P21,,,,,
MIR1293,,,,,
RNU6-1093P,,,,,
PGAM4,,pgam1b,,,
PGAM4,,pgam1b,,,
PGAM4,,pgam1a,,,
,,,,,
,,,,,
RNU6-333P,,,,,
TAPT1,TAPT1,tapt1a,TAPT1,TAPT1,TAPT1
TAPT1,TAPT1,tapt1b,TAPT1,TAPT1,TAPT1
TAPT1,TAPT1,tapt1a,TAPT1,TAPT1,TAPT1
RNU6-400P,,,,U6,
,,,,,
TAF9B,,,,,TAF9B
RNU6-871P,,,,U6,
,,,,,
,,,,,
,,,,,
,,,,,
RNU6-279P,,,U6,,
RNU4-20P,,,,,
,,,,,
Y_RNA,Y_RNA,,Y_RNA,,
MIR1228,,,,,
RNU6-595P,,,,U6,
Y_RNA,Y_RNA,,Y_RNA,Y_RNA,
,,,,,
RNU1-83P,,,,,
,,,,,
Metazoa_SRP,,,,,
RPL7AP51,,,,,
MIR6125,,,,,
PPP4R1-AS1,,,,,
Metazoa_SRP,,,,,
MIR7151,,,,,
AKR1B10P1,,,,,
RN7SL804P,,,,,
RPL21P92,,,,,
RNU6-769P,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
DNAJC12,DNAJC12,dnajc12,DNAJC12,DNAJC12,DNAJC12
MIR6757,,,,,
RNU6-238P,,,,,
Y_RNA,,,,,
RN7SKP172,,,,,
SNORA70,,,,,
MIR3913-1,,,,,
SNORA70G,,,,,
RNA5SP363,,,,,
RN7SL737P,,,,,
TMEM184B-AS1,,,,,
MIR3913-2,,,,,
RNU7-4P,,,,,
RN7SL704P,,,,,
NLRP2,,,,,
MIR617,,,,,
MIR618,,,,,
Metazoa_SRP,,,,,
,,,,,
MIR4699,,,,,
MIR331,,,,,MIR331
,,,,,
Y_RNA,,,,,
Y_RNA,,,,,
,,,,,
RNU6-808P,,,,,
MIR5700,,,,,
LINC02564,,,,,
CLSPN,CLSPN,CLSPN,CLSPN,CLSPN,CLSPN
CLSPN,CLSPN,CLSPN,CLSPN,CLSPN,CLSPN
MIR4495,,,,,
RNU6-768P,,,,,
CSNK1E,CSNK1E,csnk1e,CSNK1E,CSNK1E,CSNK1E
CSNK1E,CSNK1E,csnk1e,CSNK1E,CSNK1E,CSNK1E
Y_RNA,,,,,
RN7SL88P,,,,,
RN7SL483P,,,,,
RNA5SP367,,,,,
MIR3685,,,,,
RNU4-24P,,,,,
RNU6-1183P,,,U6,,
FNDC3CP,,,,,
RNU5E-5P,,,,U5,
RNU5E-5P,,,,U5,
Y_RNA,,,,,
Y_RNA,,,,,
RNU4-41P,,,,,
RNA5SP369,,,,,
PEBP1P3,,,,,
,,,,,
MIR7844,,,,,
,,,,,
RN7SL330P,,,,,
MIR1279,,,,,
RNU6-735P,,,,,
MIR4303,,,,,
RNU6-101P,,,,,
RNY1P16,Y_RNA,,,Y_RNA,
RNA5SP368,,,,,
ARSL,,sulf2a,,,ARSL
ARSL,,sulf2a,,,ARSL
ARSL,,gnsb,,,ARSL
ARSL,,gnsb,,,ARSL
ARSL,,arsib,,,ARSL
RNU6-172P,,,,U6,
RNU6-36P,,,,,
Y_RNA,,,,,
RN7SL630P,,,,,
,,,,,
RNU6-1068P,,,,U6,
RNU6-247P,,,,U6,
RNU6-247P,,,,U6,
MIR4472-2,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MIR1302-1,,,,,
,,,,,
RNU6-1188P,,,,,
RNA5SP371,,,,,
MIR620,,,,,
,,,,,
RN7SKP263,,,,,
RNU6-1250P,,U6,,,
RNU6-1250P,,U6,,,
GP6,,,,,
RN7SKP11,,,,,
RN7SL394P,,,,,
,,,,,
U7,,,,,
DNAJC19P1,,,,,
,,,,,
RNU6-523P,,,,,
RNA5SP374,,,,,
LINC02837,,,,,
RPL12P8,,,,,
RN7SL865P,,,,,
,,,,,
RNA5SP372,,,,,
RNA5SP376,,,,,
,,,,,
SIRT1,SIRT1,sirt1,SIRT1,SIRT1,SIRT1
,,,,,
,,,,,
Y_RNA,,,,,
MIR3612,,,,,
CEND1,,,,CEND1,
RNU6-717P,,,,U6,
RN7SL508P,,,,,
MIR3922,,,,,
,,,,,
MIR135A2,MIR135A2,,,MIR135A2,
,,,,,
,,,,,
ANKRD49P1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MIR3649,,,,,
,,,,,
DYM-AS1,,,,,
ADIPOR2,ADIPOR2,adipor2,ADIPOR2,ADIPOR2,ADIPOR2
