Gene name,Barramundi perch gene name,Beluga whale gene name,Bicolor damselfish gene name,Black snub-nosed monkey gene name,Blue whale gene name
AP4E1,AP4E1,AP4E1,AP4E1,AP4E1,AP4E1
PRIM2,prim2,PRIM2,prim2,PRIM2,PRIM2
,,,,,
ZYX,,,,,
KLF4,,KLF4,klf4,KLF4,
KLF4,,KLF4,klf4,KLF4,
NFATC1,NFATC1,NFATC1,nfatc1,NFATC1,NFATC1
NFATC1,nfatc1,NFATC1,nfatc1,NFATC1,NFATC1
NFATC1,NFATC1,NFATC1,NFATC1,NFATC1,NFATC1
NFATC1,nfatc1,NFATC1,NFATC1,NFATC1,NFATC1
MSRB1,,,,,
RPL3L,,,,,
PEMT,PEMT,,PEMT,PEMT,PEMT
NDUFB10,,,,,
RPS2,,,,,
MTND4LP31,,,,,
COL25A1-DT,,,,,
,,,,,
LINC02503,,,,,
DYNLL1P6,,,,,
SNORA10,,,,,
PGAM4P2,,,,,
SNORA64,,,,,
KSR1P1,,,,,
,,,,,
SNHG9,,,,,
IGKV1OR10-1,,,,,
PRRX2,,PRRX2,,PRRX2,PRRX2
PABPC1P8,,,,,
SHROOM3-AS1,,,,,
SNORA78,,,,,
,,,,,
RNF151,,,,,
,,,,,
,,,,,
TBL3,,,,,
DKK2,,DKK2,,DKK2,DKK2
KLRK1,,,,KLRK1,
BICC1,,BICC1,BICC1,BICC1,BICC1
NOXO1,,,,,
GFER,,,,,
,,,,,
,,,,,
ISCA1,isca1,ISCA1,isca1,ISCA1,ISCA1
SYNGR3,,,,,
,,,,,
WRN,,WRN,,WRN,WRN
NPW,,,,,
RN7SL219P,,,,,
ZNF598,,,,,
,,,,,
,,,,,
,,,,,
POU3F2,pou3f2b,POU3F2,pou3f2b,POU3F2,POU3F2
,,,,,
,,,,,
,,,,,
PAUPAR,,,,,
,,,,,
,,,,,
,,,,,
RPL7AP50,,,,,
FOXE1,foxe3,FOXE1,foxe3,FOXE1,FOXE1
,,,,,
KSR1P1,,,,,
,,,,,
RPL7P37,,,,,
,,,,,
,,,,,
NHP2P1,,,,,
,,,,,
,,,,,
,,,,,
FTLP5,,,,,
,,,,,
,,,,,
MED27,med27,MED27,med27,MED27,MED27
,,,,,
LINC01378,,,,,
RCAN2-DT,,,,,
TLK2P2,,,,,
LINC01514,,,,,
ZFR2,ZFR2,ZFR2,ZFR2,ZFR2,ZFR2
NDUFA5P9,,,,,
GUSBP4,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC02546,,,,,
NPM1P38,,,,,
SLC25A39P2,,,,,
HIGD1AP8,,,,,
MIR6892,,,,,
EPHA1,,,,,
,,,,,
,,,,,
,,,,,
MRPL35P2,,,,,
PRDM1,,PRDM1,PRDM1,PRDM1,PRDM1
PRDM1,prdm1a,PRDM1,PRDM1,PRDM1,PRDM1
PRDM1,,PRDM1,prdm1a,PRDM1,PRDM1
PRDM1,prdm1a,PRDM1,prdm1a,PRDM1,PRDM1
RPS2P36,,,,,
,,,,,
ARHGEF38,ARHGEF38,ARHGEF38,ARHGEF38,,
ARHGEF38,ARHGEF38,ARHGEF38,ARHGEF38,,
,,,,,
STK38L,stk38l,STK38L,stk38l,STK38L,STK38L
LINC00678,,,,,
LINC02659,,,,,
RPL17P35,,,,,
,,,,,
DBX1,,DBX1,dbx1a,DBX1,DBX1
DBX1,dbx1a,DBX1,dbx1a,DBX1,DBX1
DBX1,,DBX1,DBX1,DBX1,DBX1
DBX1,dbx1a,DBX1,DBX1,DBX1,DBX1
BTRC,,BTRC,,BTRC,BTRC
,,,,,
MYLK2,,MYLK2,,MYLK2,MYLK2
,,,,,
,,,,,
IGHV3-29,,,,,
,,,,,
GSKIP,gskip,GSKIP,gskip,,
GSKIP,gskip,GSKIP,gskip,,
GSKIP,gskip,GSKIP,gskip,,
CNTN6,,CNTN6,,CNTN6,CNTN6
BBOX1,bbox1,BBOX1,bbox1,BBOX1,BBOX1
BBOX1,bbox1,BBOX1,,BBOX1,BBOX1
AMPH,amph,AMPH,amph,AMPH,AMPH
B3GLCT,b3glctb,B3GLCT,b3glcta,B3GLCT,B3GLCT
B3GLCT,b3glcta,B3GLCT,b3glcta,B3GLCT,B3GLCT
B3GLCT,b3glctb,B3GLCT,b3glctb,B3GLCT,B3GLCT
B3GLCT,b3glcta,B3GLCT,b3glctb,B3GLCT,B3GLCT
,,,,,
BTC,btc,BTC,,BTC,BTC
,,,,,
CMC2,,,,,
,,,,,
,,,,,
ZNF77,,,,ZNF77,
ZNF77,,,,ZNF77,
ZNF77,,,,ZNF77,
ZNF77,,,,ZNF77,
EPHA1-AS1,,,,,
IGHEP1,,,,,
FOXN3-AS2,,,,,
TAS2R62P,,,,,
,,,,,
IGHV3-13,,,,,
IGHV3-13,,,,,
CENPN,,,,,
TAS2R60,,,,,
,,,,,
TAS2R41,,,,,
IGHV3-30-2,,,,,
OR2R1P,,,,,
LINC02311,,,,,
OR10AC1,,,,,
GNA11,gna15.4,GNA11,gna15.1,GNA11,GNA11
BDH2,bdh2,BDH2,bdh2,BDH2,BDH2
IGHVII-22-1,,,,,
IGHVIII-26-1,,,,,
,,,,,
,,,,,
PAICSP5,,,,,
ANKRD26P4,,,,,
,,,,,
,,,,,
CENPN-AS1,,,,,
ZDHHC20,,ZDHHC20,ZDHHC20,ZDHHC20,ZDHHC20
ZDHHC20,,ZDHHC20,ZDHHC20,ZDHHC20,ZDHHC20
ZDHHC20,,ZDHHC20,,ZDHHC20,ZDHHC20
ZDHHC20,,ZDHHC20,,ZDHHC20,ZDHHC20
ARPC5L,,ARPC5L,,ARPC5L,ARPC5L
CTAGE15,,,,,
RNU6-267P,,,,,
,,,,,
CTAGE6,,,,,
,,,,,
OR2F2,,,,,
,,,,,
ATMIN,,,,,
OR2F1,,,,,
,,,,,
TP53TG3GP,,,,,
LINC02568,,,,,
IMPDH1P5,,,,,
DLG5,,,,,
CDH8,CDH8,CDH8,CDH8,CDH8,CDH8
C16orf46,,,,,
SLC15A5,SLC15A5,SLC15A5,SLC15A5,SLC15A5,SLC15A5
LINC01975,,,,,
RPL30,rpl30,,rpl30,RPL30,
CAPZA1P5,,,,,
NMTRQ-TTG12-1,,,,,
,,,,,
TCF12-DT,,,,,
OR2Q1P,,,,,
,,,,,
FOXS1,,FOXS1,,,FOXS1
SLC16A1P1,,,,,
MFSD1P1,,,,,
OR6B1,,,,,
,,,,,
,,,,,
SNORA59B,,,,,
LMX1B-DT,,,,,
C16orf46-DT,,,,,
,,,,,
,,,,,
MTND1P14,,,,,
BCL2L1,BCL2L1,BCL2L1,bcl2l1,BCL2L1,BCL2L1
BCL2L1,bcl2l1,BCL2L1,bcl2l1,BCL2L1,BCL2L1
BCL2L1,BCL2L1,BCL2L1,BCL2L1,BCL2L1,BCL2L1
BCL2L1,bcl2l1,BCL2L1,BCL2L1,BCL2L1,BCL2L1
GCSH,,,,,
TCAF2,,,,,
,,,,,
,,,,,
ZSWIM5P1,,,,,
GYS2,gys2,GYS2,gys2,GYS2,GYS2
GYS2,gys2,GYS2,gys2,GYS2,GYS2
GYS2,gys2,GYS2,gys2,GYS2,GYS2
LINC00392,,,,,
FLJ36000,,,,,
KTN1,ktn1,KTN1,ktn1,KTN1,KTN1
LINC01992,,,,,
,,,,,
PLIN2,,PLIN2,,PLIN2,PLIN2
PLIN2,plin2,PLIN2,,PLIN2,PLIN2
PLIN2,,PLIN2,plin2,PLIN2,PLIN2
PLIN2,plin2,PLIN2,plin2,PLIN2,PLIN2
,,,,,
MCRIP2P1,,,,,
,,,,,
,,,,,
,,,,,
MTCYBP38,,,,,
LINC00402,,,,,
,,,,,
,,,,,
ATP8B4,,ATP8B4,ATP8B4,ATP8B4,ATP8B4
ATP8B4,ATP8B4,ATP8B4,ATP8B4,ATP8B4,ATP8B4
RNY1P5,,,,,
MAGEA7P,,,,,
,,,,,
LUZP2,luzp2,LUZP2,luzp2,LUZP2,LUZP2
,,,,,
RNU6-1191P,,,,,
,,,,,
MBNL2,MBNL2,MBNL2,MBNL2,MBNL2,MBNL2
MBNL2,mbnl2,MBNL2,MBNL2,MBNL2,MBNL2
MBNL2,MBNL2,MBNL2,mbnl2,MBNL2,MBNL2
MBNL2,mbnl2,MBNL2,mbnl2,MBNL2,MBNL2
,,,,,
PNMA6F,,,,PNMA6F,
PNMA6F,,,,PNMA6F,
PNMA6F,,,,PNMA6F,
PKD1L2,,,,,
YPEL1,ypel1,,ypel1,YPEL1,
,,,,,
,,,,,
EOLA2,EOLA1,CUNHXorf40A,EOLA1,,
EOLA2,EOLA1,CUNHXorf40A,EOLA1,,
EOLA2,EOLA1,CUNHXorf40A,EOLA1,,
EOLA2,EOLA1,CUNHXorf40A,EOLA1,,
EOLA2,EOLA1,CUNHXorf40A,EOLA1,,
EOLA2,EOLA1,CUNHXorf40A,EOLA1,,
MTND2P12,,,,,
,,,,,
TCAF2P1,,,,,
,,,,,
RPS16P8,,,,,
LINC02087,,,,,
,,,,,
RUNX2-AS1,,,,,
,,,,,
PAQR8,PAQR8,PAQR8,PAQR8,PAQR8,PAQR8
PAQR8,paqr8,PAQR8,PAQR8,PAQR8,PAQR8
PAQR8,PAQR8,PAQR8,paqr8,PAQR8,PAQR8
PAQR8,paqr8,PAQR8,paqr8,PAQR8,PAQR8
,,,,,
SYPL1P2,,,,,
,,,,,
,,,,,
RPL24P2,,,,,
,,,,,
RN7SL280P,,,,,
KIZ,kiz,KIZ,kiz,KIZ,KIZ
,,,,,
BTBD2,BTBD2,BTBD2,BTBD2,BTBD2,BTBD2
,,,,,
,,,,,
GLYATL3,,,si:dkey-76k16.6,GLYATL3,
GLYATL3,si:dkey-76k16.6,,si:dkey-76k16.6,GLYATL3,
GLYATL3,,,,GLYATL3,
GLYATL3,si:dkey-76k16.6,,,GLYATL3,
ZNF74,,ZNF74,,ZNF74,ZNF74
CPD,CPD,CPD,CPD,CPD,CPD
,,,,,
,,,,,
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,slc7a2,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,si:dkeyp-120h9.1,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,,,slc7a2,SLC7A13,SLC7A13
SLC7A13,slc7a2,,slc7a2,SLC7A13,SLC7A13
SLC7A13,,,slc7a2,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,slc7a2,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,slc7a2,SLC7A13,SLC7A13
SLC7A13,,,slc7a2,SLC7A13,SLC7A13
SLC7A13,si:dkeyp-120h9.1,,slc7a2,SLC7A13,SLC7A13
SLC7A13,,,slc7a2,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,slc7a2,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,si:dkeyp-120h9.1,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,,,zgc:175280,SLC7A13,SLC7A13
SLC7A13,slc7a2,,zgc:175280,SLC7A13,SLC7A13
SLC7A13,,,zgc:175280,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,zgc:175280,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,zgc:175280,SLC7A13,SLC7A13
SLC7A13,,,zgc:175280,SLC7A13,SLC7A13
SLC7A13,si:dkeyp-120h9.1,,zgc:175280,SLC7A13,SLC7A13
SLC7A13,,,zgc:175280,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,slc7a2,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,si:dkeyp-120h9.1,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,slc7a2,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,si:dkeyp-120h9.1,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,,,si:dkeyp-120h9.1,SLC7A13,SLC7A13
SLC7A13,slc7a2,,si:dkeyp-120h9.1,SLC7A13,SLC7A13
SLC7A13,,,si:dkeyp-120h9.1,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,si:dkeyp-120h9.1,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,si:dkeyp-120h9.1,SLC7A13,SLC7A13
SLC7A13,,,si:dkeyp-120h9.1,SLC7A13,SLC7A13
SLC7A13,si:dkeyp-120h9.1,,si:dkeyp-120h9.1,SLC7A13,SLC7A13
SLC7A13,,,si:dkeyp-120h9.1,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,slc7a2,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,zgc:175280,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
SLC7A13,si:dkeyp-120h9.1,,,SLC7A13,SLC7A13
SLC7A13,,,,SLC7A13,SLC7A13
ANO3-AS1,,,,,
,,,,,
LEISA1,,,,,
BORCS5,borcs5,BORCS5,borcs5,BORCS5,BORCS5
,,,,,
,,,,,
CD109,,CD109,,CD109,CD109
TACR3-AS1,,,,,
FJX1,FJX1,FJX1,FJX1,,FJX1
,,,,,
ARL14EP-DT,,,,,
DNTT,dntt,DNTT,dntt,DNTT,DNTT
,,,,,
,,,,,
CA13,cahz,CA13,cahz,CA13,CA13
CA13,ca2,CA13,cahz,CA13,CA13
CA13,cahz,CA13,ca2,CA13,CA13
CA13,ca2,CA13,ca2,CA13,CA13
CBX3P1,,,,,
UGT8,ugt8,UGT8,ugt8,UGT8,UGT8
,,,,,
,,,,,
,,,,,
,,,,,
MGST1,MGST1,MGST1,mgst1.1,,MGST1
MGST1,MGST1,MGST1,mgst1.1,,MGST1
MGST1,MGST1,MGST1,mgst1.1,,MGST1
MGST1,MGST1,MGST1,mgst1.1,,MGST1
MGST1,MGST1,MGST1,mgst1.1,,MGST1
MGST1,MGST1,MGST1,mgst1.1,,MGST1
,,,,,
RXRA,rxraa,RXRA,rxraa,RXRA,RXRA
FUNDC2,,FUNDC2,,FUNDC2,FUNDC2
,,,,,
,,,,,
OR4C13,,,,,
,,,,,
GTF2IP11,,,,,
POM121L12,,,,,
,,,,,
,,,,,
,,,,,
ACTN4P1,,,,,
,,,,,
LNMICC,,,,,
BBOX1-AS1,,,,,
ODAD2P1,,,,,
,,,,,
U6,,,,,
,,,,,
LINC01365,,,,,
LINC01611,,,,,
,,,,,
GNL2P1,,,,,
,,,,,
RPS4XP10,,,,,
HMGN1P19,,,,,
U6,,,,,
,,,,,
,,,,,
FAM210CP,,,,,
,,,,,
TRIAP1P1,,,,,
PTCHD3,,,,,
RPN2,,,,,
,,,,,
,,,,,
MYL12AP1,,,,,
,,,,,
LINC02742,,,,,
FLJ46284,,,,,
KIF6,kif6,KIF6,kif6,KIF6,KIF6
ANKRD33BP5,,,,,
GSTCD,gstcd,GSTCD,gstcd,GSTCD,GSTCD
GHRH,,,,,
OR4C14P,,,,,
SPMAP2,,SPMAP2,,SPMAP2,SPMAP2
NAV2-AS5,,,,,
FSBP,FSBP,FSBP,FSBP,,
FSBP,FSBP,FSBP,FSBP,,
MANBAL,,,,,
ASL,asl,ASL,asl,ASL,ASL
,,,,,
LINC03096,,,,,
NDUFB3P5,,,,,
SRC,,,,,
EOLA1-DT,,,,,
,,,,,
DUXAP2,,,,,
RNU6-225P,,U6,,,U6
,,,,,
,,,,,
POLR3DP1,,,,,
,,,,,
MAPKAPK5P1,,,,,
,,,,,
,,,,,
RRAS2,rras2,RRAS2,rras2,RRAS2,RRAS2
MTND5P17,,,,,
RPL7AP14,,,,,
,,,,,
MROH8,,,,,
COX7CP4,,,,,
NUP210P2,,,,,
EMX2OS,,,,,
,,,,,
KLHL22,KLHL22,KLHL22,KLHL22,KLHL22,
,,,,,
F7,f7,F7,f7,F7,F7
F7,f7i,F7,f7,F7,F7
F7,f7l,F7,f7,F7,F7
F7,f7,F7,f7l,F7,F7
F7,f7i,F7,f7l,F7,F7
F7,f7l,F7,f7l,F7,F7
REXO1L12P,,,,,
,,,,,
LINC02839,,,,,
RFTN1,,RFTN1,,RFTN1,RFTN1
RFTN1,,RFTN1,,RFTN1,RFTN1
RFTN1,,RFTN1,,RFTN1,RFTN1
RFTN1,,RFTN1,,RFTN1,RFTN1
,,,,,
VN1R70P,,,,,
SNRPGP6,,,,,
ZNF248-AS1,,,,,
,,,,,
NIPAL2,NIPAL2,NIPAL2,NIPAL2,NIPAL2,NIPAL2
FAM171A1,FAM171A1,FAM171A1,FAM171A1,FAM171A1,FAM171A1
COQ7,coq7,COQ7,coq7,,COQ7
COQ7,coq7,COQ7,coq7,,COQ7
RPS27P22,,,,,
,,,,,
CLEC6A,asgrl1,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,,,asgrl1,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,asgrl1,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
CLEC6A,,,,CLEC6A,
LINC01241,,,,,
RPL36AP52,,,,,
EOLA1,EOLA1,CUNHXorf40A,EOLA1,,
EOLA1,EOLA1,CUNHXorf40A,EOLA1,,
EOLA1,EOLA1,CUNHXorf40A,EOLA1,,
EOLA1,EOLA1,CUNHXorf40A,EOLA1,,
EOLA1,EOLA1,CUNHXorf40A,EOLA1,,
EOLA1,EOLA1,CUNHXorf40A,EOLA1,,
PBX3,,,,PBX3,PBX3
,,,,,
MATK,MATK,MATK,MATK,MATK,
DPPA3,,,,,
DPPA3,,,,,
DPPA3,,,,,
DPPA3,,,,,
DPPA3,,,,,
DPPA3,,,,,
,,,,,
ZNF33A,,,,,
EEF1A1P16,,,,,
BLMH,blmh,BLMH,blmh,BLMH,BLMH
,,,,,
,,,,,
,,,,,
,,,,,
RNY1P9,,,,,
Y_RNA,,,,,
RN7SL812P,,,,,
RNA5SP477,,,,,
DLG5-AS1,,,,,
KRT18P5,,,,,
,,,,,
,,,,,
,,,,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstt2,,gstr,,
GSTT2B,,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstt2,,gstr,,
GSTT2B,,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstt2,,gstr,,
GSTT2B,,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstr,,gstr,,
GSTT2B,gstt2,,gstr,,
GSTT2B,,,gstr,,
GSTT2B,gstr,,gstt2,,
GSTT2B,gstr,,gstt2,,
GSTT2B,gstr,,gstt2,,
GSTT2B,gstr,,gstt2,,
GSTT2B,gstr,,gstt2,,
GSTT2B,gstr,,gstt2,,
GSTT2B,gstt2,,gstt2,,
GSTT2B,,,gstt2,,
RN7SL284P,,,,,
KIZ-AS1,,,,,
RNU6-1266P,,,,,
F10,f10,F10,f10,F10,
LIPC-AS1,,,,,
,,,,,
,,,,,
,,,,,
LOXL1,loxl1,LOXL1,loxl1,LOXL1,LOXL1
SUPT4H1P2,,,,,
RPS29P2,,,,,
RPS15AP1,,,,,
ZNF877P,,,,,
,,,,,
WASH8P,,,,,
,,,,,
RNU6-192P,,,,,
C1GALT1C1,,,,,
OVOL2,,OVOL2,,OVOL2,OVOL2
CA2,cahz,CA2,cahz,CA2,CA2
CA2,ca2,CA2,cahz,CA2,CA2
CA2,cahz,CA2,ca2,CA2,CA2
CA2,ca2,CA2,ca2,CA2,CA2
,,,,,
,,,,,
RPL23AP66,,,,,
H3P46,,,,,
TIMM17BP1,,,,,
GLRX5P1,,,,,
LRRC34P1,,,,,
SRSF3,srsf3a,,srsf3a,SRSF3,
SRSF3,srsf3b,,srsf3a,SRSF3,
SRSF3,srsf3a,,srsf3b,SRSF3,
SRSF3,srsf3b,,srsf3b,SRSF3,
SRSF3,srsf3a,,srsf3a,SRSF3,
SRSF3,srsf3b,,srsf3a,SRSF3,
SRSF3,srsf3a,,srsf3b,SRSF3,
SRSF3,srsf3b,,srsf3b,SRSF3,
SRSF3,srsf3a,,srsf3a,SRSF3,
SRSF3,srsf3b,,srsf3a,SRSF3,
SRSF3,srsf3a,,srsf3b,SRSF3,
SRSF3,srsf3b,,srsf3b,SRSF3,
SRSF3,srsf3a,,srsf3a,SRSF3,
SRSF3,srsf3b,,srsf3a,SRSF3,
