HGNC ID	UniProt ID(supplied by UniProt)
HGNC:24393	
HGNC:24404	
HGNC:21252	
HGNC:56573	
HGNC:24424	
HGNC:40594	
HGNC:13759	Q7L576
HGNC:13760	Q96F07
HGNC:16505	Q8WWM9
HGNC:58085	
HGNC:2582	P35663
HGNC:2583	Q14093
HGNC:2584	Q9NQC7
HGNC:55352	
HGNC:56848	
HGNC:2588	
HGNC:52509	
HGNC:2595	P04798
HGNC:2596	P05177
HGNC:2597	Q16678
HGNC:28543	
HGNC:39968	
HGNC:2610	P11509
HGNC:2611	P20853
HGNC:2612	
HGNC:2613	
HGNC:2608	Q16696
HGNC:39975	
HGNC:39976	
HGNC:2615	P20813
HGNC:2616	
HGNC:2622	P10632
HGNC:2623	P11712
HGNC:2620	P33260
HGNC:2621	P33261
HGNC:39970	
HGNC:39971	
HGNC:39969	
HGNC:42406	
HGNC:42410	
HGNC:39972	
HGNC:42411	
HGNC:39974	
HGNC:42405	
HGNC:2625	P10635
HGNC:2624	A0A087X1C5
HGNC:2628	
HGNC:2631	P05181
HGNC:2632	P24903
HGNC:18851	
HGNC:2633	Q6ZSU1
HGNC:15653	
HGNC:2634	P51589
HGNC:20580	Q6VVX0
HGNC:15654	Q96SQ9
HGNC:18852	
HGNC:18853	
HGNC:20582	Q7Z449
HGNC:54817	
HGNC:20243	Q8TAV3
HGNC:2637	P08684
HGNC:58107	
HGNC:2638	P20815
HGNC:2640	P24462
HGNC:51504	
HGNC:17450	Q9HB55
HGNC:42418	
HGNC:42412	
HGNC:42413	
HGNC:42419	
HGNC:2642	Q02928
HGNC:20575	Q5TCH4
HGNC:43715	
HGNC:39980	
HGNC:42414	
HGNC:42417	
HGNC:42416	
HGNC:2644	P13584
HGNC:2645	P78329
HGNC:2646	Q08477
HGNC:2648	P98187
HGNC:39940	
HGNC:39943	
HGNC:13265	Q9HBI6
HGNC:18857	Q9HCS2
HGNC:26820	Q6NT55
HGNC:39944	
HGNC:39945	
HGNC:39949	
HGNC:39948	
HGNC:39946	
HGNC:2647	
HGNC:25270	Q9H0H9
HGNC:39955	
HGNC:39951	
HGNC:39952	
HGNC:39953	
HGNC:39954	
HGNC:42407	
HGNC:39957	
HGNC:39950	
HGNC:39947	
HGNC:42468	
HGNC:42469	
HGNC:39956	
HGNC:23198	Q6ZWL3
HGNC:20244	Q8N118
HGNC:20583	Q86W10
HGNC:24426	Q8N1L4
HGNC:2651	P22680
HGNC:2652	O75881
HGNC:2653	Q9UNU6
HGNC:2590	P05108
HGNC:2591	P15538
HGNC:2592	P19099
HGNC:2593	P05093
HGNC:31671	
HGNC:2594	P11511
HGNC:20576	Q6UW02
HGNC:2599	
HGNC:2600	P08686
HGNC:2602	Q07973
HGNC:2603	O43174
HGNC:20581	Q9NR63
HGNC:20577	Q6V0L0
HGNC:55836	
HGNC:2605	Q02318
HGNC:2606	O15528
HGNC:33480	Q4G0S4
HGNC:17449	Q9NYL5
HGNC:2641	Q9Y6A2
HGNC:42349	
HGNC:2649	Q16850
HGNC:50694	
HGNC:20245	
HGNC:20251	
HGNC:41991	
HGNC:22432	Q9BWK5
HGNC:25373	Q9H0Q0
HGNC:25216	Q9NUQ9
HGNC:58396	
HGNC:18525	Q717R9
HGNC:17451	Q9Y271
HGNC:18274	Q9NS75
HGNC:30529	A8MQ03
HGNC:30239	Q9H1C7
HGNC:9501	Q15438
HGNC:54900	
HGNC:9502	Q99418
HGNC:9504	O43739
HGNC:9505	Q9UIA0
HGNC:9506	O60759
HGNC:24435	Q9NRR1
HGNC:28717	
HGNC:16274	Q96J86
HGNC:39560	
HGNC:26059	Q9NWV4
HGNC:55408	
HGNC:28358	Q8N465
HGNC:18142	Q9Y4D1
HGNC:18143	Q86T65
HGNC:40830	
HGNC:2661	O75553
HGNC:49443	
HGNC:2662	P98082
HGNC:17294	Q5VWQ8
HGNC:2663	Q9UI36
HGNC:16814	Q96NX9
HGNC:51902	
HGNC:17748	Q9NYF0
HGNC:21231	Q5SW24
HGNC:30745	Q96B18
HGNC:44120	
HGNC:2664	P61803
HGNC:18295	
HGNC:2666	Q14118
HGNC:58123	
HGNC:1165	Q9Y4D2
HGNC:28923	Q8NCG7
HGNC:51429	
HGNC:25536	Q5D0E6
HGNC:28964	P0C864
HGNC:26780	Q8N907
HGNC:50863	
HGNC:50862	
HGNC:2671	P14920
HGNC:21191	P59103
HGNC:30243	
HGNC:2672	P51397
HGNC:55214	
HGNC:2673	P51398
HGNC:17624	
HGNC:29762	
HGNC:2674	P53355
HGNC:43591	
HGNC:2675	Q9UIK4
HGNC:2676	O43293
HGNC:21490	A0PJW8
HGNC:16500	Q9UN19
HGNC:2678	P14868
HGNC:40170	
HGNC:25538	Q6PI48
HGNC:26383	Q8N136
HGNC:2681	Q9UER7
HGNC:2682	Q9NQZ3
HGNC:15964	Q13117
HGNC:15965	Q9NR90
HGNC:15966	Q86SG3
HGNC:2683	Q96EP5
HGNC:2684	Q15038
HGNC:43869	
HGNC:2685	Q92904
HGNC:43904	
HGNC:17364	Q9UBU7
HGNC:17883	Q8NFT6
HGNC:45059	
HGNC:45060	
HGNC:45061	
HGNC:2689	P09172
HGNC:24155	
HGNC:2690	P07108
HGNC:38519	
HGNC:38518	
HGNC:2692	
HGNC:2691	
HGNC:38517	
HGNC:2695	Q16643
HGNC:28455	Q9H9R9
HGNC:15881	Q9BQY9
HGNC:2696	Q9UJU6
HGNC:2697	Q10586
HGNC:15594	Q9UK59
HGNC:2698	P11182
HGNC:56480	
HGNC:33185	A6NMT0
HGNC:33186	Q6ZNG2
HGNC:55479	
HGNC:30911	Q9Y4B6
HGNC:20229	Q8WV16
HGNC:27723	Q3SXM0
HGNC:26657	Q8NA75
HGNC:20224	Q96JK2
HGNC:30002	Q58WW2
HGNC:30915	P61962
HGNC:24891	Q5TAQ9
HGNC:55792	
HGNC:31810	A6NGE4
HGNC:31811	P0C7V8
HGNC:23686	Q5QP82
HGNC:20258	Q8TEB1
HGNC:19911	Q5T6F0
HGNC:58097	
HGNC:29395	Q5VU92
HGNC:32950	Q5VW00
HGNC:24535	Q9NV06
HGNC:43866	
HGNC:43867	
HGNC:43868	
HGNC:25095	Q66K64
HGNC:25987	Q9NXF7
HGNC:25784	Q5H9S7
HGNC:26238	Q8WVC6
HGNC:24459	Q8TF63
HGNC:21479	Q8N8Z6
HGNC:24627	Q96PD2
HGNC:2701	P43146
HGNC:14669	P81605
HGNC:20625	M0R2J8
HGNC:18141	Q9UHG0
HGNC:32576	A2VCK2
HGNC:32696	A8MYV0
HGNC:13681	Q96JQ0
HGNC:40650	
HGNC:23111	Q6V1P9
HGNC:2704	P27707
HGNC:2700	O15075
HGNC:19002	Q8N568
HGNC:19005	Q9C098
HGNC:17660	Q6PJP8
HGNC:17641	Q9H816
HGNC:17642	Q96SD1
HGNC:44877	
HGNC:2705	P07585
HGNC:18714	Q9NPI6
HGNC:24451	Q8IZD4
HGNC:24452	Q8IU60
HGNC:17872	Q9H993
HGNC:29812	Q96C86
HGNC:2708	
HGNC:26539	Q5T197
HGNC:41147	
HGNC:26562	Q5T1A1
HGNC:18549	Q9H295
HGNC:2709	P40126
HGNC:2710	P32321
HGNC:2711	Q14203
HGNC:44151	
HGNC:2712	Q13561
HGNC:2713	O75935
HGNC:15518	Q9UJW0
HGNC:24594	Q9BTE1
HGNC:16964	O00399
HGNC:55241	
HGNC:28777	Q9H773
HGNC:18184	Q96GG9
HGNC:20328	Q6PH85
HGNC:39889	
HGNC:28734	Q8IWE4
HGNC:28998	Q92564
HGNC:28409	Q9BTE7
HGNC:2714	O43602
HGNC:18985	Q7Z4W1
HGNC:54083	
HGNC:28360	Q9BW61
HGNC:2715	O94760
HGNC:2716	O95865
HGNC:2717	Q16531
HGNC:2718	Q92466
HGNC:2719	P20711
HGNC:40171	
HGNC:19714	Q8NEL9
HGNC:55441	
HGNC:29106	O94830
HGNC:18961	Q8WTU0
HGNC:24578	Q5TDH0
HGNC:26351	Q8IXT1
HGNC:2726	P0DPQ6, P35638
HGNC:24944	Q9NX09
HGNC:52379	
HGNC:30555	Q96D03
HGNC:55562	
HGNC:24458	O94850
HGNC:53464	
HGNC:2727	Q99489
HGNC:2728	P39656
HGNC:2730	Q08345
HGNC:28694	
HGNC:2731	Q16832
HGNC:16110	Q96HY6
HGNC:2732	P30046
HGNC:33446	A6NHG4
HGNC:44546	
HGNC:2734	Q92499
HGNC:55358	
HGNC:42171	
HGNC:42172	
HGNC:42173	
HGNC:2745	O00571
HGNC:2699	O15523
HGNC:18700	Q9NQI0
HGNC:2746	P17844
HGNC:56581	
HGNC:2747	P26196
HGNC:13948	
HGNC:37806	
HGNC:2735	Q13206
HGNC:44960	
HGNC:44961	
HGNC:2736	Q96FC9
HGNC:44176	
HGNC:37102	
HGNC:37103	
HGNC:37104	
HGNC:37105	
HGNC:37106	
HGNC:37107	
HGNC:37108	
HGNC:37101	A8MPP1
HGNC:37109	
HGNC:14125	
HGNC:37110	
HGNC:37111	
HGNC:37112	
HGNC:37114	
HGNC:37115	
HGNC:55080	
HGNC:38668	
HGNC:2737	Q92771
HGNC:2740	Q92841
HGNC:2741	Q9NVP1
HGNC:20007	
HGNC:21432	
HGNC:33966	
HGNC:33967	
HGNC:33968	
HGNC:31126	
HGNC:25628	Q9NUU7
HGNC:55349	
HGNC:2742	Q9UMR2
HGNC:2743	Q9UHI6
HGNC:44673	
HGNC:2744	Q9NR30
HGNC:17347	Q9BUQ8
HGNC:13266	Q9GZR7
HGNC:18698	Q9UHL0
HGNC:58188	
HGNC:15837	Q96GQ7
HGNC:17330	Q9NUL7
HGNC:16715	Q9H8H2
HGNC:17821	O00148
HGNC:39664	
HGNC:13917	Q13838
HGNC:39771	
HGNC:33450	
HGNC:33461	
HGNC:18674	Q9UJV9
HGNC:18676	Q86XP3
HGNC:18677	Q9NXZ2
HGNC:50780	
HGNC:50781	
HGNC:50782	
HGNC:18681	Q7L014
HGNC:18682	Q9H0S4
HGNC:18684	Q9Y6V7
HGNC:17906	Q9BQ39
HGNC:18974	
HGNC:18975	
HGNC:20082	Q8N8A6
HGNC:20038	Q9Y2R4
HGNC:20083	Q86TM3
HGNC:20084	Q8TDD1
HGNC:20085	Q8NHQ9
HGNC:49852	
HGNC:18193	Q9NY93
HGNC:25360	Q5T1V6
HGNC:41094	
HGNC:25942	Q8IY21
HGNC:26429	Q5H9U9
HGNC:14677	O75398
HGNC:2753	Q16698
HGNC:2754	Q9NUI1
HGNC:2755	O75618
HGNC:24450	Q8WXF8
HGNC:2760	Q9H4E7
HGNC:25969	Q6ZN54
HGNC:2761	P59665
HGNC:32231	
HGNC:33596	P59665
HGNC:2762	P59666
HGNC:2763	P12838
HGNC:2764	Q01523
HGNC:2765	Q01524
HGNC:31798	
HGNC:31799	
HGNC:31800	
HGNC:31801	
HGNC:33354	
HGNC:2766	P60022
HGNC:2767	O15263
HGNC:30193	O15263
HGNC:15967	P81534
HGNC:31702	P81534
HGNC:18115	Q8WTQ1
HGNC:26165	Q8WTQ1
HGNC:18087	Q8NG35
HGNC:29930	Q8NG35
HGNC:18088	Q8N104
HGNC:28879	Q8N104
HGNC:18086	Q8IZN7
HGNC:31918	Q8IZN7
HGNC:18089	A8MXU0
HGNC:29966	Q8NET1
HGNC:30847	A8MXU0
HGNC:26227	
HGNC:30174	
HGNC:38062	
HGNC:18090	
HGNC:33469	Q30KR1
HGNC:43844	
HGNC:30838	
HGNC:30592	
HGNC:38066	
HGNC:18091	Q30KQ9
HGNC:18093	Q30KQ8
HGNC:18094	Q30KQ7
HGNC:18095	Q30KQ6
HGNC:18096	Q30KQ5
HGNC:18097	Q30KQ4
HGNC:18098	
HGNC:16196	Q96PH6
HGNC:18099	Q8N690
HGNC:18101	Q5J5C9
HGNC:18102	
HGNC:18103	Q8N688
HGNC:18104	Q8NES8
HGNC:18105	Q8N687
HGNC:15900	Q9BYW3
HGNC:16206	Q9H1M4
HGNC:18106	Q7Z7B8
HGNC:16218	Q9H1M3
HGNC:18107	P0DP74
HGNC:39814	P0DP73
HGNC:43843	
HGNC:38059	
HGNC:18108	P59861
HGNC:38058	A0A096LNP1
HGNC:38060	
HGNC:38061	
HGNC:39765	
HGNC:33806	Q7Z7B7
HGNC:31331	Q30KQ1
HGNC:32399	Q4QY38
HGNC:32400	Q30KP9
HGNC:34433	Q30KP8
HGNC:18339	
HGNC:33599	
HGNC:13709	O15121
HGNC:20113	Q6QHC5
HGNC:2768	P35659
HGNC:28969	Q14154
HGNC:23658	Q9P2X7
HGNC:29324	Q8TEH3
HGNC:58235	
HGNC:28404	Q6P3S1
HGNC:26225	Q8IV53
HGNC:22212	Q9ULE3
HGNC:11350	P78524
HGNC:56176	
HGNC:24748	Q68D51
HGNC:26192	Q9H6A0
HGNC:29134	A2RUS2
HGNC:55537	
HGNC:24321	Q7Z401
HGNC:29044	O75064
HGNC:26079	Q5VZ89
HGNC:19344	Q6IQ26
HGNC:28338	Q6ZUT9
HGNC:42517	
HGNC:26635	Q8IWF6
HGNC:41152	
HGNC:51592	
HGNC:32690	Q8NEG7
HGNC:31793	Q8TCE6
HGNC:30886	Q6NSW5
HGNC:29472	A4D1U4
HGNC:2769	O43583
HGNC:56955	
HGNC:56956	
HGNC:56957	
HGNC:56958	
HGNC:22949	Q5TB30
HGNC:50592	
HGNC:58135	
HGNC:24902	Q8WUY9
HGNC:31125	
HGNC:33975	
HGNC:22952	Q8N2C3
HGNC:18423	O75140
HGNC:29899	Q96QD5
HGNC:23355	Q9NTK1
HGNC:22953	Q8TB45
HGNC:55602	
HGNC:24269	Q9Y315
HGNC:28454	Q9BUN8
HGNC:17943	Q9GZP9
HGNC:14236	Q96Q80
HGNC:54084	P0CG12
HGNC:2770	P17661
HGNC:24577	Q6ICB0
HGNC:24264	Q9BSY9
HGNC:25477	Q7L5Y6
HGNC:26344	Q05D60
HGNC:13267	O95424
HGNC:2772	O00273
HGNC:2773	O76075
HGNC:49815	
HGNC:2843	O75907
HGNC:16940	Q96PD7
HGNC:27451	
HGNC:23250	Q6ZPD8
HGNC:44367	
HGNC:2844	
HGNC:2845	P98153
HGNC:16757	
HGNC:2846	Q14129
HGNC:18551	Q9BY27
HGNC:2847	Q8WYQ5
HGNC:17226	
HGNC:2849	P23743
HGNC:2850	Q9Y6T7
HGNC:2851	Q16760
HGNC:2852	P52429
HGNC:2853	P49619
HGNC:2854	Q86XP1
HGNC:2855	O75912
HGNC:32395	Q5KSL6
HGNC:2856	P52824
HGNC:2857	Q13574
HGNC:39263	
HGNC:20498	Q7Z3D6
HGNC:2858	Q16854
HGNC:43441	
HGNC:2860	Q9UBM7
HGNC:56822	
HGNC:2859	Q15392
HGNC:53969	
HGNC:20603	Q86SQ9
HGNC:40925	
HGNC:17887	Q9UQ10
HGNC:2861	P00374
HGNC:27309	Q86XF0
HGNC:2862	
HGNC:2863	
HGNC:52354	
HGNC:52355	
HGNC:52356	
HGNC:2865	O43323
HGNC:58445	
HGNC:2867	Q02127
HGNC:2869	P49366
HGNC:16445	Q96LJ7
HGNC:18349	Q13268
HGNC:17693	O75911
HGNC:16985	Q9BTZ2
HGNC:23175	Q9P1J3
HGNC:19732	P0CG22
HGNC:19731	Q6PKH6
HGNC:21524	Q9Y394
HGNC:24547	Q6IAN0
HGNC:32423	A6NNS2
HGNC:16888	Q9BPW9
HGNC:28639	Q6UWP2
HGNC:25832	A0PJE2
HGNC:28326	Q6UX07
HGNC:18399	Q8N5I4
HGNC:38713	
HGNC:23537	Q96HY7
HGNC:2749	Q14562
HGNC:2750	Q08211
HGNC:56097	
HGNC:2751	
HGNC:2738	O43143
HGNC:2739	O60231
HGNC:15815	Q7Z478
HGNC:16716	Q7L2E3
HGNC:16717	Q7L7V1
HGNC:16718	Q9H6R0
HGNC:52937	
HGNC:16719	Q14147
HGNC:15861	Q9H5Z1
HGNC:55365	
HGNC:14410	Q9H2U1
HGNC:17210	Q8IY37
HGNC:17211	Q92620
HGNC:18018	Q8IX18
HGNC:20687	
HGNC:20086	Q6P158
HGNC:29517	Q96C10
HGNC:21528	Q9NR28
HGNC:2876	O60610
HGNC:40177	
HGNC:2877	O60879
HGNC:16972	Q14236
HGNC:15480	Q9NSV4
HGNC:39915	
HGNC:39916	
HGNC:17098	Q9UPY3
HGNC:43017	
HGNC:2680	Q9BTC0
HGNC:30217	Q9UNQ2
HGNC:52892	
HGNC:53146	
HGNC:2883	P49895
HGNC:2884	Q92813
HGNC:44153	
HGNC:2885	P55073
HGNC:20348	
HGNC:17217	Q14689
HGNC:41430	
HGNC:29284	Q9P265
HGNC:29150	Q9Y2E4
HGNC:30724	Q8N8Z3
HGNC:58219	
HGNC:58383	
HGNC:32213	Q5T7M9
HGNC:28290	Q5VUD6
HGNC:31729	Q0P6D2
HGNC:28490	Q8NDZ4
HGNC:25866	Q9H7Y0
HGNC:19127	O95057
HGNC:19323	Q96HU8
HGNC:687	O95661
HGNC:15760	Q969H9
HGNC:17805	
HGNC:20604	Q9Y2L1
HGNC:28698	Q8TF46
HGNC:55369	
HGNC:28648	Q8IYB7
HGNC:14021	
HGNC:2888	Q9NRI5
HGNC:41325	
HGNC:33625	
HGNC:2889	
HGNC:19711	Q96F81
HGNC:19712	A7MBM2
HGNC:29251	Q9P2K9
HGNC:23695	Q155Q3
HGNC:2890	O60832
HGNC:2891	O94907
HGNC:2892	Q9UBU2
HGNC:2893	Q9UBP4
HGNC:2894	Q9UBT3
HGNC:16528	Q9UK85
HGNC:16593	
HGNC:2896	P10515
HGNC:2897	Q96QB1
HGNC:2898	P09622
HGNC:2899	Q9Y238
HGNC:44545	
HGNC:13747	O43261
HGNC:50496	
HGNC:13748	
HGNC:13225	
HGNC:17567	Q6UYE1
HGNC:39966	
HGNC:2900	Q12959
HGNC:44154	
HGNC:2901	Q15700
HGNC:37132	
HGNC:40179	
HGNC:2902	Q92796
HGNC:40182	
HGNC:2903	P78352
HGNC:2904	Q8TDM6
HGNC:45109	
HGNC:2905	O14490
HGNC:31676	
HGNC:28146	
HGNC:27317	
HGNC:44333	
HGNC:27586	
HGNC:58109	
HGNC:2906	Q9P1A6
HGNC:50467	
HGNC:30368	O95886
HGNC:24476	Q9Y2H0
HGNC:51223	
HGNC:16864	Q15398
HGNC:23945	
HGNC:55016	
HGNC:2907	P80370
HGNC:21113	Q6UY11
HGNC:2908	O00548
HGNC:2909	Q9NYJ7
HGNC:2910	Q9NR61
HGNC:2911	P36957
HGNC:2912	
HGNC:2914	P56177
HGNC:2915	Q07687
HGNC:50638	
HGNC:2916	O60479
HGNC:2917	Q92988
HGNC:2918	P56178
HGNC:2919	P56179
HGNC:37151	
HGNC:53125	
HGNC:30536	Q96GE9
HGNC:49128	
HGNC:25496	Q9NW81
HGNC:18799	Q99766
HGNC:18291	Q9NPF5
HGNC:2926	Q9UGM3
HGNC:49497	
HGNC:19026	Q8NFW5
HGNC:2927	Q14565
HGNC:2928	P11532
HGNC:40185	
HGNC:24475	Q9UI17
HGNC:25063	Q6E0U4
HGNC:2932	Q13316
HGNC:58144	
HGNC:2933	Q09013
HGNC:2934	Q9Y5R6
HGNC:2935	Q9Y5R5
HGNC:13909	Q9NQL9
HGNC:13826	Q5VZB9
HGNC:13908	Q96SC8
HGNC:13913	Q96MA1
HGNC:13910	Q5HYR2
HGNC:31686	Q5HYR2
HGNC:13911	Q8IXT2
HGNC:14603	Q9Y222
HGNC:55864	
HGNC:3382	Q08495
HGNC:2936	Q09019
HGNC:2937	Q9Y485
HGNC:55568	
HGNC:2938	Q8TDJ6
HGNC:2939	P51530
HGNC:30539	Q8NEP3
HGNC:20188	Q9NVR5
HGNC:30492	Q8N9W5
HGNC:55292	
HGNC:21493	Q8WXU2
HGNC:43019	
HGNC:26013	Q86Y56
HGNC:28570	Q9NQM4
HGNC:25081	Q8IYS4
HGNC:17721	Q5TEA3
HGNC:25176	Q96MX6
HGNC:16725	Q86X45
HGNC:51151	
HGNC:32700	Q8IW40
HGNC:2940	Q9P2D7
HGNC:2948	Q9P225
HGNC:2949	Q8TD57
HGNC:2950	Q8TE73
HGNC:40187	
HGNC:2951	Q9C0G6
HGNC:18661	Q8WXX0
HGNC:2952	Q96JB1
HGNC:40188	
HGNC:55663	
HGNC:2953	Q9NYC9
HGNC:2941	Q8IVF4
HGNC:37121	P0CZ25
HGNC:2942	Q96DT5
HGNC:2943	Q6ZR08
HGNC:2945	Q0VDD8
HGNC:2946	Q9UFH2
HGNC:48594	
HGNC:2954	Q9UI46
HGNC:18744	Q9GZS0
HGNC:30711	Q8IWG1
HGNC:26252	Q5VTH9
HGNC:29599	Q6TDU7
HGNC:5229	P31689
HGNC:39337	
HGNC:39338	
HGNC:39339	
HGNC:39340	
HGNC:39341	
HGNC:39342	
HGNC:14884	O60884
HGNC:55375	
HGNC:11808	Q96EY1
HGNC:14885	Q8WW22
HGNC:55412	
HGNC:5270	P25685
HGNC:24988	
HGNC:56478	
HGNC:5228	P25686
HGNC:32397	Q8WWF6
HGNC:14886	Q9UDY4
HGNC:14887	O75953
HGNC:49846	
HGNC:50449	
HGNC:14888	O75190
HGNC:54754	
HGNC:54755	
HGNC:54756	
HGNC:54757	
HGNC:54758	
HGNC:54759	
HGNC:54760	
HGNC:54761	
HGNC:24986	Q7Z6W7
HGNC:23699	Q8NHS0
HGNC:41029	
HGNC:6968	Q9UBS3
HGNC:14889	Q9UBS4
HGNC:14891	Q9NXW2
HGNC:54762	
HGNC:30718	P59910
HGNC:25881	Q8TBM8
HGNC:20090	Q96KC8
HGNC:13192	Q99543
HGNC:56928	
HGNC:9439	Q13217
HGNC:39808	
HGNC:5271	Q9NNZ3
HGNC:16235	Q9H3Z4
HGNC:24138	Q9UF47
HGNC:24844	Q8N7S2
HGNC:15469	O75061
HGNC:58071	
HGNC:12392	Q99615
HGNC:15470	O75937
HGNC:19928	
HGNC:56540	
HGNC:56541	
HGNC:56542	
HGNC:19123	Q8WXX5
HGNC:31432	A6NH13
HGNC:56947	
HGNC:24637	Q8IXB1
HGNC:25570	Q9NVH1
HGNC:28908	Q9UKB3
HGNC:30343	O75165
HGNC:24581	Q6Y2X3
HGNC:20325	Q9Y5T4
HGNC:29157	Q9Y2G8
HGNC:25556	Q9NVM6
HGNC:54782	
HGNC:28429	Q9H819
HGNC:30528	Q96DA6
HGNC:45064	
HGNC:45065	
HGNC:45066	
HGNC:45067	
HGNC:45068	
HGNC:45069	
HGNC:45070	
HGNC:45071	
HGNC:45072	
HGNC:27030	Q5F1R6
HGNC:25802	Q8N4W6
HGNC:26979	Q6P3W2
HGNC:34187	Q9H1X3
HGNC:37501	
HGNC:30290	Q9NZQ0
HGNC:42943	
HGNC:1297	Q9NX36
HGNC:16410	Q96LL9
HGNC:23247	Q4LDG9
HGNC:2955	O96015
HGNC:14353	O14645
HGNC:2956	P24855
HGNC:2957	P49184
HGNC:2958	Q92874
HGNC:2959	Q13609
HGNC:2960	O00115
HGNC:28875	Q8WZ79
HGNC:23799	Q8IYX4
HGNC:31444	
HGNC:31445	
HGNC:24456	Q8NFT8
HGNC:26532	Q96M86
HGNC:33879	Q5SXM8
HGNC:2972	Q05193
HGNC:2973	O00429
HGNC:21122	
HGNC:21126	
HGNC:21134	
HGNC:21135	
HGNC:21136	
HGNC:35171	
HGNC:35172	
HGNC:35173	
HGNC:35174	
HGNC:35175	
HGNC:35176	
HGNC:35177	
HGNC:35178	
HGNC:35179	
HGNC:35180	
HGNC:35181	Q6PK57
HGNC:35182	
HGNC:35186	
HGNC:35187	
HGNC:35188	
HGNC:35189	
HGNC:35190	
HGNC:35191	
HGNC:35193	
HGNC:35194	
HGNC:35195	
HGNC:35199	Q6ZS02
HGNC:35200	
HGNC:38801	
HGNC:47040	
HGNC:48499	
HGNC:48500	
HGNC:2974	P50570
HGNC:29125	Q9UQ16
HGNC:41494	
HGNC:41228	
HGNC:30373	Q6XZF7
HGNC:20431	
HGNC:2976	P26358
HGNC:2978	Q9Y6K1
HGNC:23164	
HGNC:2979	Q9UBC3
HGNC:2980	Q9UJW3
HGNC:40189	
HGNC:2981	Q9ULA0
HGNC:55789	
HGNC:21218	O43598
HGNC:2983	P04053
HGNC:16160	Q9H147
HGNC:24013	Q5QJE6
HGNC:2985	Q14183
HGNC:2986	Q14184
HGNC:37962	
HGNC:2987	Q14185
HGNC:58348	
HGNC:2988	Q92608
HGNC:2989	Q8IZD9
HGNC:19192	Q8N1I0
HGNC:40876	
HGNC:23476	Q9H7D0
HGNC:19189	Q96HP0
HGNC:56684	
HGNC:19190	Q96N67
HGNC:55670	
HGNC:19191	Q8NF50
HGNC:26436	Q5T8R8
HGNC:55822	
HGNC:14132	Q9BZ29
HGNC:40672	
HGNC:43696	
HGNC:23479	Q96BY6
HGNC:23483	Q5JSL3
HGNC:31719	
HGNC:28662	Q9BU89
HGNC:2990	Q99704
HGNC:2991	O60496
HGNC:24583	Q7L591
HGNC:19868	Q8TEW6
HGNC:16173	Q9P104
HGNC:28301	Q6PKX4
HGNC:26594	Q18PE1
HGNC:23406	Q9UPQ8
HGNC:29565	Q86YN1
HGNC:2993	Q9NYP3
HGNC:56539	
HGNC:21194	Q5JWR5
HGNC:1291	Q9Y3R5
HGNC:19834	Q4W4Y0
HGNC:24948	Q8TEK3
HGNC:58317	
HGNC:2995	Q9H3H5
HGNC:24542	Q9BVM2
HGNC:3002	P16444
HGNC:23028	Q9H4A9
HGNC:52385	A0A0U1RQF7
HGNC:23029	Q9H4B8
HGNC:20225	Q92782
HGNC:9964	Q92785
HGNC:17427	Q92784
HGNC:3003	Q9BZG8
HGNC:56040	
HGNC:3004	Q9BQC3
HGNC:27717	Q96FX2
HGNC:16136	Q9H4G8
HGNC:38719	
HGNC:24270	Q9H2P9
HGNC:53720	
HGNC:30543	Q7L8W6
HGNC:44147	
HGNC:25199	Q9BTV6
HGNC:3005	O60762
HGNC:3006	O94777
HGNC:3007	Q9P2X0
HGNC:3008	Q9NY33
HGNC:55494	
HGNC:51349	
HGNC:51350	
HGNC:3009	P27487
HGNC:40191	
HGNC:3010	P42658
HGNC:40194	
HGNC:14892	Q9UHL4
HGNC:16490	Q6V1X1
HGNC:18648	Q86TI2
HGNC:50706	
HGNC:20823	Q8N608
HGNC:40941	
HGNC:40940	
HGNC:40939	
HGNC:19197	Q7Z7J5
HGNC:38448	
HGNC:44627	
HGNC:44628	
HGNC:44629	
HGNC:19199	Q6W0C5
HGNC:32345	
HGNC:20417	
HGNC:49062	
HGNC:56532	
HGNC:56533	
HGNC:56534	
HGNC:56535	
HGNC:56536	
HGNC:56537	
HGNC:56544	
HGNC:56545	
HGNC:56543	
HGNC:19200	Q7L190
HGNC:44903	
HGNC:56530	
HGNC:56531	
HGNC:19201	A6NC42
HGNC:43752	
HGNC:43754	
HGNC:44688	
HGNC:49665	
HGNC:32166	A6NFQ7
HGNC:32167	
HGNC:32168	
HGNC:32169	
HGNC:32170	
HGNC:32171	
HGNC:32172	
HGNC:32173	
HGNC:3011	Q07507
HGNC:22205	Q2PZI1
HGNC:22395	
HGNC:22851	
HGNC:19414	Q6NUT2
HGNC:22305	Q6NXN4
HGNC:21764	Q6ZN68
HGNC:22367	
HGNC:22176	
HGNC:51620	
HGNC:27120	Q6ZPD9
HGNC:55307	
HGNC:27829	Q7Z388
HGNC:53907	
HGNC:53908	
HGNC:24590	Q9C005
HGNC:3012	Q12882
HGNC:40195	
HGNC:40196	
HGNC:41326	
HGNC:3013	Q14117
HGNC:3014	Q16555
HGNC:3015	Q14195
HGNC:3016	O14531
HGNC:20637	Q9BPU6
HGNC:20410	Q8TE96
HGNC:3017	Q01658
HGNC:27082	
HGNC:25645	Q8N682
HGNC:53335	
HGNC:28769	Q6UX65
HGNC:3019	Q14919
