"Type","Ancestral taxonomy","Ensembl identifier & gene name","Compare","Location","Target %id","Query %id"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200397 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:87,218,611-87,218,712:-1","63.73 %","57.52 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200391 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:43,863,893-43,864,005:-1","88.50 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200390 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:127,829,747-127,829,852:-1","60.38 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200361 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:106,688,678-106,688,779:1","61.76 %","55.75 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200351 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:98,936,638-98,936,747:-1","90.00 %","87.61 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200344 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:7,982,881-7,982,983:-1","84.47 %","76.99 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200334 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:149,940,030-149,940,131:-1","59.80 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200332 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:41,648,089-41,648,190:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200325 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:30,309,015-30,309,126:-1","80.36 %","79.65 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200314 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:106,454,828-106,454,929:1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200309 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:49,132,853-49,132,947:-1","57.89 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200305 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:39,922,782-39,922,886:-1","58.10 %","53.98 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200298 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:72,022,407-72,022,516:-1","86.36 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200291 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:117,914,244-117,914,345:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200287 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:143,897,263-143,897,361:1","59.60 %","52.21 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200283 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:28,972,414-28,972,521:-1","78.70 %","75.22 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200262 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:51,107,222-51,107,331:1","79.09 %","76.99 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200261 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:112,169,286-112,169,397:1","81.25 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200256 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:75,835,215-75,835,323:-1","78.90 %","76.11 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200252 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:59,408,905-59,409,015:1","82.88 %","81.42 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200241 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:86,159,956-86,160,066:-1","85.59 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200211 RNY4P27 RNY4 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:42495]","Region Comparison Alignment","13:95,336,106-95,336,201:-1","55.21 %","46.90 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200209 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:38,294,544-38,294,636:1","58.06 %","47.79 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200208 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:23,457,584-23,457,685:-1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200201 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:3,665,164-3,665,259:-1","58.33 %","49.56 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200179 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:36,203,347-36,203,459:-1","85.84 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200174 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:62,211,557-62,211,666:1","75.45 %","73.45 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200171 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:44,153,385-44,153,480:-1","54.17 %","46.02 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200170 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:72,220,752-72,220,852:1","58.42 %","52.21 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200164 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:69,191,123-69,191,223:1","67.33 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200162 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:153,607,377-153,607,479:1","60.19 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200142 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:90,977,208-90,977,305:-1","65.31 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200138 RNY1P10 RNY1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:50873]","Region Comparison Alignment","16:28,183,318-28,183,430:1","85.84 %","85.84 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200135 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:112,149,360-112,149,472:1","90.27 %","90.27 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200121 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:175,176,493-175,176,586:-1","56.38 %","46.90 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200120 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:49,137,762-49,137,863:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200118 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:170,244,782-170,244,881:1","66.00 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200090 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:47,726,894-47,726,992:-1","69.70 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200085 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:248,029,120-248,029,221:1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200065 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:32,134,738-32,134,834:1","57.73 %","49.56 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200064 RNY4P9 RNY4 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:34058]","Region Comparison Alignment","13:49,908,634-49,908,730:-1","58.76 %","50.44 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200060 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:108,738,484-108,738,604:1","79.34 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200059 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:2,131,851-2,131,950:1","60.00 %","53.10 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200052 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:165,122,713-165,122,823:-1","81.98 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200049 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:143,309,466-143,309,566:1","62.38 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200041 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:75,181,520-75,181,621:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200040 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:75,928,513-75,928,625:1","78.76 %","78.76 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200024 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:87,743,952-87,744,053:-1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200011 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:93,460,725-93,460,826:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200008 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:33,722,492-33,722,596:1","60.95 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199979 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:68,885,576-68,885,677:-1","56.86 %","51.33 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199964 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:64,834,056-64,834,157:-1","69.61 %","62.83 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199962 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","21:17,576,798-17,576,906:1","83.49 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199949 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:86,275,429-86,275,523:-1","51.58 %","43.36 %"
"Paralogues","Placentals (Eutheria)","ENSG00000199938 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:38,565,950-38,566,055:1","87.74 %","82.30 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199936 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:85,460,144-85,460,252:-1","92.66 %","89.38 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199933 RNY1P16 RNY1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:50879]","Region Comparison Alignment","12:101,719,808-101,719,918:1","83.78 %","82.30 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199913 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:73,095,357-73,095,458:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199912 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:7,800,361-7,800,467:-1","78.50 %","74.34 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199911 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:24,910,594-24,910,695:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199901 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:52,786,537-52,786,638:1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199899 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:113,156,763-113,156,861:-1","58.59 %","51.33 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199895 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:92,170,353-92,170,453:-1","62.38 %","55.75 %"
"Paralogues","Placentals (Eutheria)","ENSG00000199890 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:111,446,798-111,446,908:1","90.99 %","89.38 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199884 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:152,284,350-152,284,460:-1","89.19 %","87.61 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199881 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:92,272,147-92,272,250:-1","75.00 %","69.03 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199875 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:93,719,603-93,719,715:1","87.61 %","87.61 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199870 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:75,353,885-75,353,986:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199867 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:62,330,812-62,330,913:1","60.78 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199866 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:172,558,151-172,558,252:-1","64.71 %","58.41 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199862 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:127,028,107-127,028,219:-1","81.42 %","81.42 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199840 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:184,171,714-184,171,823:-1","88.18 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199832 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:107,202,577-107,202,683:1","56.07 %","53.10 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199801 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:69,985,986-69,986,094:1","77.98 %","75.22 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199797 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:28,303,754-28,303,850:1","67.01 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199788 RNY3P2 RNY3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42486]","Region Comparison Alignment","13:49,095,391-49,095,492:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199781 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:232,828,653-232,828,751:1","64.65 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199780 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:59,533,786-59,533,898:1","84.07 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199764 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:115,207,894-115,207,996:-1","63.11 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199762 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:47,489,067-47,489,170:1","77.88 %","71.68 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199756 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:28,881,726-28,881,835:-1","82.73 %","80.53 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199755 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:67,340,068-67,340,176:1","81.65 %","78.76 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199751 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:71,491,066-71,491,167:-1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199740 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:50,939,927-50,940,026:-1","64.00 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199732 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:96,309,221-96,309,322:-1","59.80 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199716 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:22,867,818-22,867,917:1","62.00 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199715 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:18,273,165-18,273,266:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199711 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:99,936,610-99,936,711:1","60.78 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199710 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:110,764,408-110,764,506:-1","65.66 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199705 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:123,857,062-123,857,163:-1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199701 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:94,713,715-94,713,812:-1","67.35 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199698 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","21:23,432,181-23,432,282:-1","56.86 %","51.33 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199677 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:132,993,099-132,993,200:-1","61.76 %","55.75 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199676 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:35,853,252-35,853,364:-1","87.61 %","87.61 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199668 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:11,315,067-11,315,178:1","78.57 %","77.88 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199667 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:100,185,138-100,185,239:1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199636 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:24,429,505-24,429,609:1","58.10 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199635 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:21,160,235-21,160,336:-1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199630 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:89,841,329-89,841,424:1","68.75 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199605 RNY4P24 RNY4 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:42474]","Region Comparison Alignment","13:52,400,004-52,400,099:1","58.33 %","49.56 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199595 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:161,699,506-161,699,607:1","59.80 %","53.98 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199591 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:47,931,808-47,931,914:-1","85.98 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199584 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:127,619,336-127,619,447:-1","80.36 %","79.65 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199580 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:74,983,274-74,983,376:-1","61.16 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199567 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:86,019,608-86,019,715:1","63.89 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199565 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:153,726,252-153,726,353:-1","64.71 %","58.41 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000199550 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:2,372,638-2,372,750:1","91.15 %","91.15 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199546 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:49,270,132-49,270,239:1","81.48 %","77.88 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199540 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:144,087-144,197:-1","81.98 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199530 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:82,944,738-82,944,845:-1","73.15 %","69.91 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199516 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:129,954,693-129,954,794:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199515 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:41,065,554-41,065,646:-1","54.84 %","45.13 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199490 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:49,920,597-49,920,694:-1","65.31 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199487 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:41,963,868-41,963,969:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199476 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:48,288,587-48,288,694:1","80.56 %","76.99 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199472 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:73,906,316-73,906,427:-1","85.71 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199471 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:202,914,880-202,914,980:-1","66.34 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199466 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:124,766,196-124,766,297:1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199461 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:20,679,411-20,679,512:1","66.67 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199459 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:85,435,175-85,435,284:-1","80.00 %","77.88 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199444 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:12,088,245-12,088,346:-1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199442 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:247,997,000-247,997,096:1","64.95 %","55.75 %"
"Paralogues","Placentals (Eutheria)","ENSG00000199440 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:77,821,030-77,821,142:-1","90.27 %","90.27 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199424 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:136,571,705-136,571,815:-1","81.98 %","80.53 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199410 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:16,912,215-16,912,317:-1","61.16 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199409 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:150,098,406-150,098,506:1","58.42 %","52.21 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199400 RNY4P19 RNY4 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:34069]","Region Comparison Alignment","2:230,058,229-230,058,324:-1","57.29 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199398 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:160,008,445-160,008,546:1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199378 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:100,021,804-100,021,906:1","61.16 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199366 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:23,582,016-23,582,121:-1","78.30 %","73.45 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199362 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:75,837,544-75,837,645:-1","60.78 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000199357 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:23,456,371-23,456,467:1","54.64 %","46.90 %"
