"id","abbreviation","name","external_note","pubmed_ids","desc_comment","desc_label","desc_source","desc_go","typical_gene"
"595","INO80","INO80 complex","","16230350","ATP-dependent nucleosome remodeling complex which slides mononucleosomes to a central position on a DNA template while tightly organizing nucleosomes within arrays. Functions in maintaining genome stability and removes H2AZ from nucleosomes. May play a largely repressive role in gene transcription, blocking H3K79 methylation and restricting transcription to gene units in euchromatin and away from silent regions, such as heterochromatin. Activates the expression of pluripotency factors by facilitating the recruitment of Mediator and Pol II at their promoters. Required for fork maintenance and progression in stalled replication forks. It is recruited to DNA damage sites and the ACTR8 subunit is required for this recruitment.","INO80 complex","https://www.ebi.ac.uk/complexportal/complex/CPX-846","NULL","NULL"
"596","IPO","Importins","","NULL","Importin is a type of protein that moves other protein molecules into the nucleus by binding to a specific recognition sequence, called the nuclear localization signal (NLS). Importin is classified as a karyopherin.   Importin has two subunits, importin alpha and importin beta. Members of the importin-beta family can bind and transport cargo by themselves, or can form heterodimers with importin-alpha.","Importin","Wikipedia|https://en.wikipedia.org/wiki/Importin","NULL","IPO4"
"597","ITG","Integrins","","NULL","Protein of the integrin family of cell surface heterodimeric receptors that mediates dynamic cell-to-cell as well as cell-to-matrix adhesion. Integrins function as mechanochemical sensors and transducers able to change rapidly and reversibly their adhesive functions by modulating their ligand-binding affinity. Each subunit has a large N-terminal extracellular domain followed by a transmembrane domain and a short C-terminal cytoplasmic region. Some subclasses of integrins share a common beta chain while having different alpha chains.","Integrin","UniProt|http://purl.uniprot.org/keywords/401","http://purl.uniprot.org/go/0007229","NULL"
"598","IFN","Interferons","The human IFNA cluster on 9p22 is equivalent to the mouse Ifna cluster on chromosome 4 but is not possible to make 1-1 orthology calls for mouse and human genes within the two clusters.","NULL","Interferons (IFNs) are proteins made and released by host cells in response to the presence of pathogens such as viruses, bacteria, parasites or tumor cells. They allow for communication between cells to trigger the protective defenses of the immune system that eradicate pathogens or tumors.  IFNs belong to the large class of glycoproteins known as cytokines. Interferons are named after their ability to 'interfere' with viral replication within host cells. IFNs have other functions: they activate immune cells, such as natural killer cells and macrophages ; they increase recognition of infection or tumor cells by up-regulating antigen presentation to T lymphocytes ; and they increase the ability of uninfected host cells to resist new infection by virus. Certain symptoms, such as aching muscles and fever, are related to the production of IFNs during infection.  ","Interferon","Wikipedia|https://en.wikipedia.org/wiki/Interferon","NULL","IFNA1"
"599","","Interferon receptors","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"601","IL","Interleukins","Note that IL1RN and IL36RN are included here because they are part of the interleukin family in terms of homology.  However, the products of these genes are not functional interleukins, but bind to interleukin receptors without inducing a biological response. ","","Interleukins are a group of cytokines (secreted proteins and signaling molecules ) that were first seen to be expressed by white blood cells ( leukocytes ).   The function of the immune system depends in a large part on interleukins, and rare deficiencies of a number of them have been described, all featuring autoimmune diseases or immune deficiency. The majority of interleukins are synthesized by helper CD4 T lymphocytes, as well as through monocytes, macrophages, and endothelial cells. They promote the development and differentiation of T and B lymphocytes, and hematopoietic cells.  Interleukin receptors on astrocytes in the hippocampus are also known to be involved in the development of spatial memories in mice.","Interleukin","Wikipedia|https://en.wikipedia.org/wiki/Interleukin","NULL","IL1A"
"602","","Interleukin receptors","HGNC consults with the Nomenclature Committee for the International Cytokine Society (ICS) on the naming of cytokine and interleukin receptors: https://cytokinesociety.org/about/committees/","","An interleukin receptor is a cytokine receptor for interleukins.","Interleukin receptor","Wikipedia|https://en.wikipedia.org/wiki/Interleukin receptor","NULL","NULL"
"607","","Intermediate filaments","NULL","NULL","Intermediate filaments (IF) are proteins which are primordial components of the cytoskeleton and the nuclear envelope. They generally form filamentous structures 8 to 14 nm wide and intermediate in size between microtubules and microfilaments. This family of protein includes cytokeratins, vimentin, desmin, glial fibrillary acidic protein, neurofilament proteins and nestin. All IF proteins are structurally similar in that they consist of: a central rod domain which is arranged in coiled-coiled alpha-helices, with at least two short characteristic interruptions; an N-terminal non-helical domain (head) of variable length; and an C-terminal domain (tail) which is also non-helical and shows extreme length variation between different IF proteins.","Intermediate filament","UniProt|http://purl.uniprot.org/keywords/403","http://purl.uniprot.org/go/0005882","NULL"
"608","","Keratins, type I","","16831889","These proteins are the most diverse among IFs and constitute type I (acidic) and type II (basic) IF proteins. The many isoforms are divided in two groups:    epithelial keratins (about 20) in epithelial cells   trichocytic keratins (about 13) (hair keratins), which make up hair, nails, horns and reptilian scales.   Regardless of the group, keratins are either acidic or basic. Acidic and basic keratins bind each other to form acidic-basic heterodimers and these heterodimers then associate to make a keratin filament.","Keratins","Wikipedia|http://en.wikipedia.org/wiki/Intermediate_filaments#Types_I_and_II_-_Acidic_and_Basic_Keratins","http://purl.uniprot.org/go/0005882","KRT9"
"609","","Keratins, type II","","16831889","These proteins are the most diverse among IFs and constitute type I (acidic) and type II (basic) IF proteins. The many isoforms are divided in two groups:    epithelial keratins (about 20) in epithelial cells (image to right)   trichocytic keratins (about 13) (hair keratins), which make up hair, nails, horns and reptilian scales.   Regardless of the group, keratins are either acidic or basic. Acidic and basic keratins bind each other to form acidic-basic heterodimers and these heterodimers then associate to make a keratin filament.","Keratins","Wikipedia|http://en.wikipedia.org/wiki/Intermediate_filaments#Types_I_and_II_-_Acidic_and_Basic_Keratins","http://purl.uniprot.org/go/0005882","KRT1"
"610","","Intermediate filaments Type III","NULL","NULL","NULL","NULL","NULL","NULL","DES"
"611","","Intermediate filaments Type IV","NULL","NULL","NULL","NULL","NULL","NULL","INA"
"612","LMN","Lamins","","NULL","Nuclear lamins (not to be confused with laminins ), also known as Class V intermediate filaments, are fibrous proteins providing structural function and transcriptional regulation in the cell nucleus. Nuclear lamins interact with membrane-associated proteins to form the nuclear lamina on the interior of the nuclear envelope. They are involved in the breakdown and reformation of the nuclear envelope during mitosis, as well as the positioning of nuclear pores.","Lamin","Wikipedia|https://en.wikipedia.org/wiki/Lamin","NULL","LMNA"
"613","BFSP","Beaded filament structural proteins","","NULL","The beaded filament structural proteins are components of the cytoskeleton in the eye lens.","Beaded filament structural protein","HGNC","NULL","BFSP1"
"614","IFFO","Intermediate filament family orphans","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"615","","Intraflagellar transport complexes","","","Intraflagellar transport or IFT is a bidirectional motility along axonemal microtubules that is essential for the formation ( ciliogenesis ) and maintenance of most eukaryotic cilia and flagella. It is thought to be required to build all cilia that assemble within a membrane projection from the cell surface. The process of IFT has been best characterized in the biflagellate alga Chlamydomonas reinhardtii as well as the sensory cilia of the nematode Caenorhabditis elegans. It has been suggested based on localization studies that IFT proteins also function outside of cilia.","Intraflagellar transport","Wikipedia|https://en.wikipedia.org/wiki/Intraflagellar transport","NULL","NULL"
"616","KLK","Kallikreins","NULL","NULL","Kallikreins are a subgroup of serine proteases, enzymes capable of cleaving peptide bonds in proteins. In humans, plasma kallikrein ( KLKB1 ) has no known homologue, while tissue kallikrein-related peptidases ( KLKs ) encode a family of fifteen closely related serine proteases. These genes are localised to chromosome 19q13, forming the largest contiguous cluster of proteases within the human genome. Kallikreins are responsible for the coordination of various physiological functions including blood pressure, semen liquefaction and skin desquamation.","Kallikrein","Wikipedia|https://en.wikipedia.org/wiki/Kallikrein","NULL","KLK1"
"617","KLHL","Kelch like","","23676014","Kelch proteins (and Kelch-like proteins) are a widespread group of proteins that contain multiple Kelch motifs. The kelch domain generally occurs as a set of five to seven kelch repeats that form a beta-propeller tertiary structure. Kelch-repeat beta-propellers are generally involved in protein-protein interactions, though the large diversity of domain architectures and limited sequence identity between kelch motifs make characterisation of the kelch superfamily difficult.","Kelch protein","Wikipedia|https://en.wikipedia.org/wiki/Kelch protein","NULL","KLHL1"
