gene_symbol,alias_symbol,collision,source
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C16,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C16,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C16,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C16,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C16,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C2,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C2,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C2,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C2,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C2,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C2,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C2,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C2,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C2,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C2,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C2,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C2,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C2,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C3,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C3,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C3,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C3,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C3,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C3,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C3,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C3,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C3,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C3,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C3,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C3,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C3,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C4,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C4,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C4,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C4,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C4,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C4,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C4,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C4,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C4,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C4,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C4,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C4,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C4,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C5,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C5,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C5,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C5,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C5,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C5,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C5,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C5,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C5,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C5,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C5,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C5,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C5,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C6,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C6,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C6,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C6,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C6,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C6,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C6,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C6,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C6,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C6,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C6,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C6,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C6,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C8,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C8,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C8,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C8,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C8,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C8,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C8,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C8,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C8,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C8,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C8,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C8,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C8,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C9,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C9,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C9,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C9,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C9,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C9,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C9,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C9,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C9,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C9,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C9,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C9,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C9,NCBI
KRTAP11-1,"HACL-1,HACL1,KAP11.1",HACL1,NCBI
HADHA,"ECHA,GBP,HADH,LCEH,LCHAD,MLCL AT,MTPA,TP-ALPHA",HADH,NCBI
APEX1,"APE,APE1,APEN,APEX,APX,HAP1,REF1",HAP1,NCBI
DTD1,"C20orf88,DTD,DUE-B,DUEB,HARS2,pqn-68",HARS2,NCBI
DDX18,"Has1,MrDb",HAS1,NCBI
HNF1A-AS1,"C12orf27,HAS1,HASTER,NCRNA00262",HAS1,NCBI
KRT89P,"HBB,KRT123P,KRTHBP2,psihHbB",HBB,NCBI
LRP5,"BMND1,EVR1,EVR4,HBM,LR3,LRP-5,LRP-7,LRP7,OPPG,OPS,OPTA1,PCLD4,VBCH2",HBM,NCBI
HCAR1,"FKSG80,GPR104,GPR81,HCA1,LACR1,TA-GPCR,TAGPCR",HCA1,NCBI
MAGEE1,"DAMAGE,HCA1",HCA1,NCBI
HCG18,HCG17,HCG17,NCBI
HCG17,"HCG18,LINC00046,NCRNA00046",HCG18,NCBI
CYCSP5,HCP5,HCP5,NCBI
CD200R1,"CD200R,HCRTR2,MOX2R,OX2R",HCRTR2,NCBI
SLC35A1,"CDG2F,CMPST,CST,hCST",HCST,NCBI
HDAC9,"ARCND4,HD7,HD7b,HD9,HDAC,HDAC7,HDAC7B,HDAC9B,HDAC9FL,HDRP,MITR",HDAC7,NCBI
HECA,"HDC,HDCL,HHDC,dJ225E12.1",HDC,NCBI
EDN1,"ARCND3,ET1,HDLCQ7,PPET1,QME",HDLCQ7,NCBI
NFE2L2,"HEBP1,IMDDHH,NRF2,Nrf-2",HEBP1,NCBI
HEPACAM,"GlialCAM,HEPN1,MLC2A,MLC2B",HEPN1,NCBI
GATD3,"C21orf33,ES1,GATD3A,GATD3B,GT335,HES1,KNPH,KNPI",HES1,NCBI
SOS1,"GF1,GGF1,GINGF,HGF,NS4,SOS-1",HGF,NCBI
IL6,"BSF-2,BSF2,CDF,HGF,HSF,IFN-beta-2,IFNB2,IL-6",HGF,NCBI
HIF1A-AS1,"5'aHIF-1A,5'aHIF1alpha,HIF1A-AS3,HIFAL",HIF1A-AS3,NCBI
KCNA4,"HBK4,HK1,HPCN2,HUKII,KCNA4L,KCNA8,KV1.4,MCIDDS,PCN2",HK1,NCBI
KLK1,"KLKR,Klk6,hK1",HK1,NCBI
TAC4,"EK,HK-1,HK1,PPT-C",HK1,NCBI
HOOK1,HK1,HK1,NCBI
KCNA5,"ATFB7,HCK1,HK2,HPCN1,KV1.5,PCN1",HK2,NCBI
HOOK2,HK2,HK2,NCBI
KIF2A,"CDCBM3,HK2,KIF2",HK2,NCBI
KLK2,"KLK2A2,hGK-1,hK2",HK2,NCBI
KLK3,"APS,KLK2A1,PSA,hK3",HK3,NCBI
HOOK3,HK3,HK3,NCBI
HLA-DPA1,"DP(W3),DP(W4),DPA1,HLA-DP1A,HLA-DPA,HLA-DPB1,HLADP,HLASB,PLT1",HLA-DPB1,NCBI
HLA-DRB3,"DRB3,HLA-DPB1,HLA-DR1B,HLA-DR3B,HLA-DRB3*",HLA-DPB1,NCBI
GNAO1,"DEE17,EIEE17,G-ALPHA-o,GNAO,HG1G,HLA-DQB1,NEDIM",HLA-DQB1,NCBI
HLA-DQA1,"CELIAC1,DQ-A1,DQA1,HLA-DQA,HLA-DQA1*,HLA-DQB1",HLA-DQB1,NCBI
HLA-DQB2,"DQB2,HLA-DQB1,HLA-DXB",HLA-DQB1,NCBI
HFE,"HFE1,HH,HLA-H,MVCD7,TFQTL2",HLA-H,NCBI
EPAS1,"ECYT4,HIF2A,HLF,MOP2,PASD2,bHLHe73",HLF,NCBI
CYP3A4,"CP33,CP34,CYP3A,CYP3A3,CYPIIIA3,CYPIIIA4,HLP,NF-25,P450C3,P450PCN1,VDDR3",HLP,NCBI
SKIC2,"170A,DDX13,HLP,SKI2,SKI2W,SKIV2,SKIV2L,SKIV2L1,THES2",HLP,NCBI
HAP1,"HAP2,HIP5,HLP,hHLP1",HLP,NCBI
GZMB,"C11,CCPI,CGL-1,CGL1,CSP-B,CSPB,CTLA1,CTSGL1,HLP,SECT",HLP,NCBI
HNF1A,"HNF-1-alpha,HNF-1A,HNF1,HNF1alpha,HNF4A,IDDM20,LFB1,MODY3,TCF-1,TCF1",HNF4A,NCBI
HNRNPCL3,"HNRNPCL2,HNRNPCL4",HNRNPCL2,NCBI
HNRNPCL4,HNRNPCL3,HNRNPCL3,NCBI
HNRNPCL3,"HNRNPCL2,HNRNPCL4",HNRNPCL4,NCBI
HPR,"A-259H10.2,HP",HP,NCBI
DLC1,"ARHGAP7,HP,STARD12,p122-RhoGAP",HP,NCBI
HEPH,"CPL,Hp",HP,NCBI
HPC4,HPC7,HPC7,NCBI
CACNA1A,"APCA,BI,CACNL1A4,CAV2.1,DEE42,EA2,EIEE42,FHM,HPCA,MHP,MHP1,SCA6",HPCA,NCBI
ZNF83,"HPF1,ZNF816B",HPF1,NCBI
HPD,"4-HPPD,4HPPD,GLOD3,HPPD,HPPDASE,PPD",HPPD,NCBI
MRS2,"HPT,MRS2L",HPT,NCBI
RAB4A,"HRES-1,HRES-1/RAB4,HRES1,RAB4",HRES1,NCBI
NRG1,"ARIA,GGF,GGF2,HGL,HRG,HRG1,HRGA,MST131,MSTP131,NDF,NRG1-IT2,SMDF",HRG,NCBI
SLC48A1,"HRG,HRG-1,HRG1,hHRG-1",HRG,NCBI
DHX34,"DDX34,HRH1",HRH1,NCBI
DHX8,"DDX8,Dhr2,HRH1,PRP22,PRPF22",HRH1,NCBI
KMT2A,"ALL-1,ALL1,CXXC7,GAS7,HRX,HTRX,HTRX1,MLL,MLL1,MLL1A,TRX1,WDSTS",HRX,NCBI
HS3ST6,"3-OST-6,3OST6,HAE8,HS3ST5",HS3ST5,NCBI
HSD17B7P2,"HSD17B7,Hsd17b_2,bA291L22.1",HSD17B7,NCBI
RNU1-93P,"HTR2B,PSMD1,TSARG1",HTR2B,NCBI
CAPN5,"ADNIV,HTRA3,VRNI,nCL-3",HTRA3,NCBI
