gene_symbol,alias_symbol,intersect_point,source
TRNP1,"C1orf225, TNRP, TRNP",TRNP,NCBI Info
HRNR,"FLG3, S100A16, S100a18",S100A16,NCBI Info
RPS26P32,"RPS26, RPS26_13_792",RPS26,NCBI Info
GTF2IRD2B,"GTF2IRD2, GTF2IRD2A",GTF2IRD2,NCBI Info
FAM90A25P,FAM90A2P,FAM90A2P,NCBI Info
SPATA31D4,"FAM75D3, FAM75D4, SPATA31D3",SPATA31D3,NCBI Info
SERPINA2,"ARGS, ATR, PIL, psiATR, SERPINA2P",ATR,NCBI Info
OR3A4P,"OLFRA05, OLFRA06, OR17-13, OR17-16, OR17-24, OR17-25, OR24, OR25, OR3A4, OR3A5P",OR3A5P,NCBI Info
NUDT19,RP2,RP2,NCBI Info
SPINT4,"C20orf137, dJ601O1.1, SPINT3",SPINT3,NCBI Info
USP17L8,USP17L10,USP17L10,NCBI Info
OR1L6,"HG16, OR1K1, OR1L7, OR9-30",OR1K1,NCBI Info
SMIM10L2A,"LED, LINC00086, LINC00087, LINC0086, NCRNA00086, NCRNA00087, SMIM10L2B",SMIM10L2B,NCBI Info
TRIM49D1,"TRIM49D, TRIM49D1P, TRIM49D2, TRIM49D2P, TRIM49DP",TRIM49D2,NCBI Info
RPS26P47,"RPS26, RPS26_24_1332, RPS26L",RPS26,NCBI Info
DPPA3P2,"DPPA3, STELLAR",DPPA3,NCBI Info
CHCHD10,"C22orf16, FTDALS2, IMMD, MIX17A, N27C7-4, SMAJ",SMAJ,NCBI Info
RGPD1,"RanBP2L2, ranBP2L6, RGP1, RGPD2","RGP1, RGPD2",NCBI Info
OR2T5,"OR1-62, OR2T29",OR2T29,NCBI Info
PLPP6,"bA6J24.6, LPRP-B, PA-PSP, PDP1, PPAPDC2, PSDP",PDP1,NCBI Info
DEFB133,DEFB134,DEFB134,NCBI Info
NPSR1-AS1,AAA1,AAA1,NCBI Info
PDON2,"LAP, PDLA",LAP,NCBI Info
MIR18A,"C13orf25, hsa-mir-18, hsa-mir-18a, miR-18, mir-18a, MIR17HG, MIR18, MIRH1, MIRHG1, MIRN18, MIRN18A, miRNA18A",MIR17HG,NCBI Info
MIR19A,"C13orf25, hsa-mir-19a, miR-19a, MIR17HG, MIRH1, MIRHG1, MIRN19A, miRNA19A",MIR17HG,NCBI Info
MIR19B1,"C13orf25, miR-19b-1, MIR17HG, MIR19B, MIRH1, MIRHG1, MIRN19B1, miRNA19B1",MIR17HG,NCBI Info
MIR20A,"C13orf25, hsa-mir-20, hsa-mir-20a, miR-20, mir-20a, MIR17HG, MIR20, MIRH1, MIRHG1, MIRN20, MIRN20A, miRNA20A",MIR17HG,NCBI Info
MIR92A1,"C13orf25, mir-92a-1, MIR17HG, MIR92-1, MIRH1, MIRHG1, MIRN92-1, MIRN92A-1, MIRN92A1, miRNA92-1",MIR17HG,NCBI Info
HPC4,HPC7,HPC7,NCBI Info
TBC1D3B,"PRC17, TBC1D3I, TBC1D3L","TBC1D3I, TBC1D3L",NCBI Info
TBC1D3C,"PRC17, TBC1D3, TBC1D3A, TBC1D3D","TBC1D3, TBC1D3D",NCBI Info
NANOGP7,NANOGP3,NANOGP3,NCBI Info
NANOGP2,NANOGP4,NANOGP4,NCBI Info
NANOGP4,NANOGP2,NANOGP2,NCBI Info
AGAP12P,"CTGLF12P, PTPN20CP",PTPN20CP,NCBI Info
HCG17,"HCG18, LINC00046, NCRNA00046",HCG18,NCBI Info
TTTY9B,"NCRNA00132, TTTY9, TTTY9A, TTY9",TTTY9A,NCBI Info
KRTAP5-5,"KRTAP5-11, KRTAP5.5",KRTAP5-11,NCBI Info
KRTAP5-2,"KRTAP5-8, KRTAP5.2",KRTAP5-8,NCBI Info
KRTAP5-7,"KRTAP5-3, KRTAP5.7",KRTAP5-3,NCBI Info
KRTAP5-11,"KRTAP5-5, KRTAP5-6, KRTAP5.11","KRTAP5-5, KRTAP5-6",NCBI Info
GOLGA8B,GOLGA5,GOLGA5,NCBI Info
PSG8,PSG1,PSG1,NCBI Info
PMS2CL,PMS2P13,PMS2P13,NCBI Info
SPATA31C1,"FAM75C1, SPATA31C2",SPATA31C2,NCBI Info
CT45A5,"CT45-3, CT45-4, CT45-6, CT45.5, CT455, CT45A3, CT45A4, CT45A6, CT45A7","CT45A3, CT45A6, CT45A7",NCBI Info
PGAM4,"dJ1000K24.1, PGAM-B, PGAM1, PGAM3",PGAM1,NCBI Info
TTTY6B,"LINC00128, NCRNA00128, TTTY6, TTY6",TTTY6,NCBI Info
GALNTL6,"GalNAc-T6L, GALNACT20, GALNT17",GALNT17,NCBI Info
ARF1P1,ARF1,ARF1,NCBI Info
STAG3L3,"STAG3L1, STAG3L2, STAG3L3P","STAG3L1, STAG3L2",NCBI Info
STAG3L2,"STAG3L1, STAG3L2P, STAG3L3","STAG3L1, STAG3L3",NCBI Info
TARP,CD3G,CD3G,NCBI Info
TRIM6-TRIM34,"IFP1, RNF21, RNF89, TRIM34, TRIM6","TRIM34, TRIM6",NCBI Info
H2AB2,"H2A.B.1, H2A.Bbd, H2AB3, H2AFB2",H2AB3,NCBI Info
RNASE12,"HEL-S-85p, RAI1",RAI1,NCBI Info
PAPPA-AS1,"DIPAS, NCRNA00156, PAPPA-AS, PAPPAAS, PAPPAS, TAF2C2, TAF4B, TAFII105",TAF4B,NCBI Info
BDNF-AS,"ANTI-BDNF, BDNF, BDNF-AS1, BDNFAS, BDNFOS, NCRNA00049",BDNF,NCBI Info
DEFB108A,"BD-8, DEFB-8, DEFB108, DEFB108B, DEFB108P1, DEFB8, hBD-8",DEFB108B,NCBI Info
OR9G9,OR9G1,OR9G1,NCBI Info
CT45A6,"CT45-5, CT45-6, CT45.6, CT45A5, CT45A7","CT45A5, CT45A7",NCBI Info
BOLA2,"BOLA2A, BOLA2B, My016",BOLA2B,NCBI Info
ANKRD30BL,"ANKRD30BP3, NCRNA00164",ANKRD30BP3,NCBI Info
H4C15,"H4-16, H4/o, H4C1, H4C11, H4C12, H4C13, H4C14, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HIST2H4B","H4C1, H4C11, H4C12, H4C13, H4C14, H4C16, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
DEFB135,DEFB136,DEFB136,NCBI Info
DEFA1A3,"DEFA1, DEFA3, DEFT1P","DEFA1, DEFA3, DEFT1P",NCBI Info
GCCD3,"FGD2, FGD3, GCCD2","FGD2, FGD3, GCCD2",NCBI Info
ZNF674,"MRX92, ZNF673B",MRX92,NCBI Info
SPDYE14,"SPDYE13, SPDYE14P",SPDYE13,NCBI Info
TRIM53BP,"TRIM53B, TRIM53L, TRIM53L1, TRIM80P",TRIM80P,NCBI Info
LOC642502,"CYB560, CYBL, QPs-1, QPs1, SDH3, SDHC",SDHC,NCBI Info
POU5F1P3,"Oct-3, Oct-4, OCT3, OCT4, OCT4-pg3, OTF-3, OTF3, OTF3L, POU5F1, POU5F1L, POU5FLC12",POU5F1,NCBI Info
TRIM53AP,"TRIM53, TRIM53P, TRIM80P",TRIM80P,NCBI Info
NPIPA2,"NPIP, NPIPA1",NPIPA1,NCBI Info
GOLGA8N,GOLGA8R,GOLGA8R,NCBI Info
LYPLAL1-DT,LYPLAL1-AS1,LYPLAL1-AS1,NCBI Info
SMIM10L2B,"LINC00086, LINC00087, NCRNA00086, NCRNA00087, SMIM10L2A",SMIM10L2A,NCBI Info
BMS1P13,BMS1P14,BMS1P14,NCBI Info
PRAMEF26,PRAMEF25,PRAMEF25,NCBI Info
FAM138A,"F379, FAM138F",FAM138F,NCBI Info
POU5F1P4,"Oct-3, Oct-4, OCT3, OCT4, Oct4-pg4, OTF-3, OTF3, POU5F1, POU5FLC1",POU5F1,NCBI Info
RAB42P1,"RAB42, RAB42P",RAB42,NCBI Info
RWDD4P2,"FAM28A, FAM28CP, RWDD4, RWDD4A",RWDD4,NCBI Info
HNRNPCL3,"HNRNPCL2, HNRNPCL4","HNRNPCL2, HNRNPCL4",NCBI Info
GUSBP3,"GUSBP1, SMA3",GUSBP1,NCBI Info
XAGE1A,"CT12.1, CT12.1A, CT12.1B, CTP9, GAGED2, XAGE-1, XAGE1, XAGE1B",XAGE1B,NCBI Info
SRP9P1,"SRP9, SRP9L1",SRP9,NCBI Info
SCGB1C2,SCGB1C1,SCGB1C1,NCBI Info
LGALS7B,"Gal-7, GAL7, HKL-14, LGALS7, PI7",LGALS7,NCBI Info
SFTPA1,"COLEC4, ILD1, PSAP, PSP-A, PSPA, SFTP1, SFTPA1B, SP-A, SP-A1, SP-A1 beta, SP-A1 delta, SP-A1 epsilon, SP-A1 gamma, SPA, SPA1",PSAP,NCBI Info
GPR89A,"GPHR, GPR89, GPR89B, SH120, UNQ192",GPR89B,NCBI Info
TP53TG3C,"TP53TG3, TP53TG3E, TP53TG3F","TP53TG3, TP53TG3E, TP53TG3F",NCBI Info
H3C13,"H3C14, H3C15, HIST2H3D","H3C14, H3C15",NCBI Info
WASH7P,"FAM39F, WASH5P",WASH5P,NCBI Info
TBC1D3P1-DHX40P1,"DHX40P, DHX40P1, TBC1D3P1","DHX40P1, TBC1D3P1",NCBI Info
LGALS9C,"Gal-9B, LGALS9B",LGALS9B,NCBI Info
BOLA2B,BOLA2,BOLA2,NCBI Info
LOC654780,SFPQ,SFPQ,NCBI Info
SNORA2C,"ACA34, MIR1291, SNORA34",MIR1291,NCBI Info
SNORA58,"ACA58, SNORA58B",SNORA58B,NCBI Info
PPAN-P2RY11,"BXDC3, P2RY11, P2Y11, PPAN, Ssf-1, SSF1","P2RY11, PPAN",NCBI Info
H2AC19,"H2A/R, H2AC18, HIST2H2AA4",H2AC18,NCBI Info
SPG32,SPG29,SPG29,NCBI Info
MAFIP,"MIP, pp5644, TEKT4P4",MIP,NCBI Info
IMPDH1P11,"IMPDH1, IMPDHL1",IMPDH1,NCBI Info
ANXA8L1,"ANXA8, ANXA8L2, bA145E20.2, VAC-beta",ANXA8,NCBI Info
TSPY3,"CT78, TSPY, TSPY1, TSPY10","TSPY1, TSPY10",NCBI Info
MAGED4,"MAGE-D4, MAGE-E1, MAGE1, MAGEE1",MAGEE1,NCBI Info
KRTAP2-2,"KAP2.1, KAP2.2, KRTAP2-1, KRTAP2.1A, KRTAP2.1B",KRTAP2-1,NCBI Info
GTF2H2C,GTF2H2C_2,GTF2H2C_2,NCBI Info
NXF2B,"bA353J17.1, TCP11X2",TCP11X2,NCBI Info
USP17L24,"USP17L25, USP17L26, USP17L27, USP17L28, USP17L29, USP17L30","USP17L25, USP17L26, USP17L27, USP17L28, USP17L29, USP17L30",NCBI Info
POTEF,"A26C1B, ACTB, POTE2alpha, POTEACTIN",ACTB,NCBI Info
TSPY4,"TSPY10, TSPY8","TSPY10, TSPY8",NCBI Info
DUX4L2,DUX4,DUX4,NCBI Info
WDR82P1,"hCG26824, SW2, SWD2, WDR82, WDR82B",WDR82,NCBI Info
SPDYE8,"SPDYE8P, SPDYE9",SPDYE9,NCBI Info
SPANXA2,"CT11.1, CT11.3, SPANX, SPANX-A, SPANX-C, SPANXA, SPANXC",SPANXC,NCBI Info
FRMPD2B,"bA556L1.2, FRMPD2, FRMPD2L1, FRMPD2L2, FRMPD2P1, FRMPD2P2, FRMPDP2, PDZD5A, PDZD5B, PDZD5C, PDZK4, PDZK5A, PDZK5B, PDZK5C, yX59F3.2",FRMPD2,NCBI Info
CT45A2,"CT45-2, CT45.2, CT45A8, CT45A9","CT45A8, CT45A9",NCBI Info
ELOA3BP,"ELOA3, eloA3-like-1, ELOA3B, EloA3C, ELOA3CP, ELOA3L1, Elongin-A3, HsT828, TCEB3C, TCEB3CL, TCEB3L2",ELOA3CP,NCBI Info
PRR20B,"PRR20, PRR20A, PRR20C, PRR20D, PRR20E","PRR20A, PRR20C, PRR20D, PRR20E",NCBI Info
SFTPA2,"COLEC5, ILD2, PSAP, PSP-A, PSPA, SFTP1, SFTPA2B, SP-2A, SP-A, SPA2, SPAII",PSAP,NCBI Info
PRR20C,"PRR20, PRR20A, PRR20B, PRR20D, PRR20E","PRR20A, PRR20B, PRR20D, PRR20E",NCBI Info
PRR20D,"PRR20, PRR20A, PRR20B, PRR20C, PRR20E","PRR20A, PRR20B, PRR20C, PRR20E",NCBI Info
PRR20E,"PRR20, PRR20A, PRR20B, PRR20C, PRR20D","PRR20A, PRR20B, PRR20C, PRR20D",NCBI Info
TP53TG3D,"TP53TG3, TP53TG3B, TP53TG3C, TP53TG3E, TP53TG3F","TP53TG3, TP53TG3B, TP53TG3C, TP53TG3E, TP53TG3F",NCBI Info
ZNF286B,"FOXO3B, ZNF286C, ZNF286L, ZNF590",FOXO3B,NCBI Info
TP53TG3B,"TP53TG3E, TP53TG3F","TP53TG3E, TP53TG3F",NCBI Info
PLIN4,"KIAA1881, MDRV, MRUPAV, NIPA2, S3-12",NIPA2,NCBI Info
TRIM49D2,"TRIM48L1, TRIM49D1, TRIM49D2P, TRIM49L, TRIM49L1",TRIM49D1,NCBI Info
GAGE2D,"CT4.8, GAGE-2D, GAGE-8, GAGE8",GAGE8,NCBI Info
PMS2P6,"PMS2L14, PMS2L2, PMS2P2, PMS4",PMS2P2,NCBI Info
S100A11P1,"S100A11P, S100A14",S100A14,NCBI Info
TBC1D3,"PRC17, TBC1D3A, TBC1D3C, TBC1D3D, TBC1D3F, TBC1D3L","TBC1D3C, TBC1D3D, TBC1D3F, TBC1D3L",NCBI Info
ACOD1,"CAD, IRG1",CAD,NCBI Info
PPIAL4E,"COAS2, PPIAL4F",PPIAL4F,NCBI Info
KRTAP2-3,"KAP2.3, KAP2.4, KRTAP2-4, KRTAP2.3, KRTAP2.4",KRTAP2-4,NCBI Info
TRK-CTT2-3,"TRK-CTT2-4, TRK2, TRNAK2",TRK-CTT2-4,NCBI Info
GAGE12F,"AL4, CT4.7, GAGE-7, GAGE-7B, GAGE-8, GAGE7, GAGE7B",GAGE7,NCBI Info
RNA5-8SN5,"RN5-8S1, RNA5-8S5",RNA5-8S5,NCBI Info
RNA18SN5,"RN18S1, RNA18S5",RNA18S5,NCBI Info
RNA28SN5,"RN28S1, RNA28S5",RNA28S5,NCBI Info
TRY-GTA5-4,"TRNAY2, TRY-GTA5-2, Tyr-tRNA",TRY-GTA5-2,NCBI Info
TRF-GAA1-4,"TRF-GAA1-2, TRNAF2",TRF-GAA1-2,NCBI Info
TRH-GTG1-6,"TRH-GTG1-9, TRNAH5",TRH-GTG1-9,NCBI Info
SNORD115-45,"HBII-52-45, SNORD115-48",SNORD115-48,NCBI Info
DDTL,"DDT, KB-226F1.2",DDT,NCBI Info
GUSBP17,GUSBP9,GUSBP9,NCBI Info
TRK-TTT3-4,"TRK-TTT3-3, TRNAK3",TRK-TTT3-3,NCBI Info
GTF2IP4,GTF2I,GTF2I,NCBI Info
TTTY1B,TTTY1,TTTY1,NCBI Info
TTTY8B,"NCRNA00217, TTTY8",TTTY8,NCBI Info
TTTY23B,TTTY23,TTTY23,NCBI Info
FAM66B,FAM66E,FAM66E,NCBI Info
SEMA3F-AS1,RBM5-AS1,RBM5-AS1,NCBI Info
CXorf51A,"CXorf51, CXorf51B",CXorf51B,NCBI Info
ETDB,"ETDA, LINC00633",ETDA,NCBI Info
SOD2-OT1,SOD2,SOD2,NCBI Info
CXorf49,CXorf49B,CXorf49B,NCBI Info
SMIM6,"C17orf110, ELN",ELN,NCBI Info
TSTD1,"KAT, TST",TST,NCBI Info
PRR23D1,PRR23D2,PRR23D2,NCBI Info
RPS18P5,"RPS18, RPS18_1_389",RPS18,NCBI Info
KIR2DS2,"183ActI, CD158b, CD158J, cl-49, KIR-2DS2, KIR2DL1, NKAT-5, NKAT5",KIR2DL1,NCBI Info
NBPF10,"AB6, AG1, NBPF9",NBPF9,NCBI Info
XGY2,"XG, XGPY, XGPY2",XG,NCBI Info
MTFR2P2,MTFR2P1,MTFR2P1,NCBI Info
FAM25BP,"FAM25A, FAM25B, FAM25C, FAM25G","FAM25A, FAM25C, FAM25G",NCBI Info
CXorf49B,CXorf49,CXorf49,NCBI Info
CXorf51B,CXorf51A,CXorf51A,NCBI Info
FAM25G,"bA301J7.4, FAM25A, FAM25B, FAM25C","FAM25A, FAM25C",NCBI Info
PRR23D2,PRR23D1,PRR23D1,NCBI Info
CTAGE8,CTAGE4,CTAGE4,NCBI Info
RNU4ATAC,"LWS, MOPD1, RFMN, RNU4ATAC1, TALS, U4ATAC",RFMN,NCBI Info
SRRM5,ZNF576,ZNF576,NCBI Info
DEL15Q13.3,"EIG7, MICRODEL15Q13.3, SCZD13",SCZD13,NCBI Info
TRG-GCC2-4,"TRG-GCC2-2, TRNAG6",TRG-GCC2-2,NCBI Info
TRH-GTG1-7,"TRH-GTG1-5, TRNAH1",TRH-GTG1-5,NCBI Info
TRH-GTG1-5,"TRH-GTG1-8, TRNAH3",TRH-GTG1-8,NCBI Info
TRH-GTG1-8,"TRH-GTG1-6, TRNAH2",TRH-GTG1-6,NCBI Info
TRY-GTA5-5,"TRNAY3, TRY-GTA5-3",TRY-GTA5-3,NCBI Info
TRX-CAT1-4,"TRNAM4, TRX-CAT1-5",TRX-CAT1-5,NCBI Info
TRW-CCA3-2,"TRNAW2, TRW-CCA3-3",TRW-CCA3-3,NCBI Info
TRC-GCA2-2,"TRC-GCA2-1, TRNAC5",TRC-GCA2-1,NCBI Info
TRH-GTG1-9,"TRH-GTG1-7, TRNAH6",TRH-GTG1-7,NCBI Info
TRP-AGG2-4,"TRNAP6, TRP-AGG2-2",TRP-AGG2-2,NCBI Info
TRS-AGA2-2,"TRNAS10, TRS-AGA2-3",TRS-AGA2-3,NCBI Info
TRR-CCG1-2,"TRNAR9, TRR-CCG1-3",TRR-CCG1-3,NCBI Info
TRP-TGG3-2,"TRNAP7, TRP-TGG3-1",TRP-TGG3-1,NCBI Info
TRX-CAT1-3,"TRNAM6, TRX-CAT1-4",TRX-CAT1-4,NCBI Info
TRY-GTA5-2,"TRNAY6, TRY-GTA5-5",TRY-GTA5-5,NCBI Info
TRC-GCA2-3,"TRC-GCA2-2, TRNAC9",TRC-GCA2-2,NCBI Info
TRR-TCT3-1,"TRNAR12, TRR-TCT3-2",TRR-TCT3-2,NCBI Info
TRK-CTT2-4,"TRK-CTT2-5, TRNAK14",TRK-CTT2-5,NCBI Info
TRW-CCA3-3,"TRNAW3, TRW-CCA3-1",TRW-CCA3-1,NCBI Info
TRR-TCT3-2,"TRNAR14, TRR-TCT3-1",TRR-TCT3-1,NCBI Info
TRQ-CTG1-3,"TRNAQ11, TRQ-CTG1-5",TRQ-CTG1-5,NCBI Info
TRP-AGG2-7,"TRNAP9, TRP-AGG2-5",TRP-AGG2-5,NCBI Info
TRF-GAA1-1,"TRF-GAA1-5, TRNAF3",TRF-GAA1-5,NCBI Info
TRI-AAT5-1,"TRI-AAT5-3, TRNAI9",TRI-AAT5-3,NCBI Info
TRD-GTC2-6,"TRD-GTC2-10, TRNAD8",TRD-GTC2-10,NCBI Info
TRG-GCC2-5,"TRG-GCC2-3, TRNAG16",TRG-GCC2-3,NCBI Info
TRR-CCG1-3,"TRNAR19, TRR-CCG1-1",TRR-CCG1-1,NCBI Info
TRS-AGA2-6,"TRNAS14, TRS-AGA2-1",TRS-AGA2-1,NCBI Info
TRQ-CTG1-2,"TRNAQ16, TRQ-CTG1-4",TRQ-CTG1-4,NCBI Info
TRC-GCA2-1,"TRC-GCA2-4, TRNAC16",TRC-GCA2-4,NCBI Info
TRL-AAG2-2,"TRL-AAG2-4, TRNAL20",TRL-AAG2-4,NCBI Info
TRG-GCC2-2,"TRG-GCC2-5, TRNAG19",TRG-GCC2-5,NCBI Info
TRP-AGG2-2,"TRNAP13, TRP-AGG2-7",TRP-AGG2-7,NCBI Info
TRS-GCT4-1,"TRNAS17, TRS-GCT4-3",TRS-GCT4-3,NCBI Info
TRV-CAC1-7,"TRNAV22, TRV-CAC5-1",TRV-CAC5-1,NCBI Info
TRS-GCT4-2,"TRNAS18, TRS-GCT4-1",TRS-GCT4-1,NCBI Info
TRG-CCC2-1,"TRG-CCC2-2, TRNAG22",TRG-CCC2-2,NCBI Info
TRA-TGC3-2,"TRA-TGC3-1, TRNAA23",TRA-TGC3-1,NCBI Info
TRK-TTT3-3,"TRK-TTT3-5, TRNAK22",TRK-TTT3-5,NCBI Info
TRD-GTC2-8,"TRD-GTC2-6, TRNAD12",TRD-GTC2-6,NCBI Info
TRR-ACG1-3,"TRNAR21, TRR-ACG1-1",TRR-ACG1-1,NCBI Info
TRS-AGA2-4,"TRNAS19, TRS-AGA2-5",TRS-AGA2-5,NCBI Info
TRS-AGA2-5,"TRNAS20, TRS-AGA2-6",TRS-AGA2-6,NCBI Info
TRF-GAA1-5,"TRF-GAA1-3, TRNAF6",TRF-GAA1-3,NCBI Info
TRF-GAA1-2,"TRF-GAA1-6, TRNAF7",TRF-GAA1-6,NCBI Info
TRX-CAT1-8,"TRNAM14, TRX-CAT1-2",TRX-CAT1-2,NCBI Info
TRI-AAT5-4,"TRI-AAT5-1, TRNAI15",TRI-AAT5-1,NCBI Info
TRP-AGG2-3,"TRNAP15, TRP-AGG2-8",TRP-AGG2-8,NCBI Info
TRA-TGC3-1,"TRA-TGC3-2, TRNAA26",TRA-TGC3-2,NCBI Info
TRP-TGG3-5,"TRNAP16, TRP-TGG3-4",TRP-TGG3-4,NCBI Info
TRK-CTT2-5,"TRK-CTT2-2, TRNAK26",TRK-CTT2-2,NCBI Info
TRQ-CTG1-1,"TRNAQ22, TRQ-CTG1-3",TRQ-CTG1-3,NCBI Info
TRL-AAG2-4,"TRL-AAG2-2, TRNAL27",TRL-AAG2-2,NCBI Info
TRD-GTC2-7,"TRD-GTC2-11, TRNAD14",TRD-GTC2-11,NCBI Info
TRP-AGG2-8,"TRNAP18, TRP-AGG2-6",TRP-AGG2-6,NCBI Info
TRX-CAT1-6,"TRNAM15, TRX-CAT1-7",TRX-CAT1-7,NCBI Info
TRF-GAA1-6,"TRF-GAA1-4, TRNAF10",TRF-GAA1-4,NCBI Info
TRI-AAT5-3,"TRI-AAT5-5, TRNAI17",TRI-AAT5-5,NCBI Info
TRG-GCC2-3,"TRG-GCC2-6, TRNAG29",TRG-GCC2-6,NCBI Info
TRX-CAT1-7,"TRNAM17, TRX-CAT1-8",TRX-CAT1-8,NCBI Info
TRQ-CTG1-4,"TRNAQ24, TRQ-CTG1-1",TRQ-CTG1-1,NCBI Info
TRL-AAG2-1,"TRL-AAG2-3, TRNAL32",TRL-AAG2-3,NCBI Info
TRS-GCT4-3,"TRNAS23, TRS-GCT4-2",TRS-GCT4-2,NCBI Info
TRE-TTC1-2,"TRE-TTC1-1, TRNAE20",TRE-TTC1-1,NCBI Info
TRP-TGG3-3,"TRNAP19, TRP-TGG3-2",TRP-TGG3-2,NCBI Info
TRI-AAT5-2,"TRI-AAT5-4, TRNAI20",TRI-AAT5-4,NCBI Info
TRD-GTC2-9,"TRD-GTC2-7, TRNAD15",TRD-GTC2-7,NCBI Info
TRX-CAT1-5,"TRNAM18, TRX-CAT1-6",TRX-CAT1-6,NCBI Info
TRD-GTC2-10,"TRD-GTC2-8, TRNAD16",TRD-GTC2-8,NCBI Info
TRR-CCG1-1,"TRNAR24, TRR-CCG1-2",TRR-CCG1-2,NCBI Info
TRT-AGT4-1,"TRNAT18, TRT-AGT5-1",TRT-AGT5-1,NCBI Info
TRS-AGA2-1,"TRNAS25, TRS-AGA2-2",TRS-AGA2-2,NCBI Info
TRD-GTC2-11,"TRD-GTC2-9, TRNAD17",TRD-GTC2-9,NCBI Info
TRI-AAT5-5,"TRI-AAT5-2, TRNAI23",TRI-AAT5-2,NCBI Info
TRP-TGG3-4,"TRNAP21, TRP-TGG3-3",TRP-TGG3-3,NCBI Info
TRR-ACG1-1,"TRNAR26, TRR-ACG1-2",TRR-ACG1-2,NCBI Info
TRK-CTT2-2,"TRK-CTT2-3, TRNAK33",TRK-CTT2-3,NCBI Info
TRC-GCA2-4,"TRC-GCA2-3, TRNAC29",TRC-GCA2-3,NCBI Info
TRF-GAA1-3,"TRF-GAA1-1, TRNAF11",TRF-GAA1-1,NCBI Info
TRE-TTC1-1,"TRE-TTC1-2, TRNAE26",TRE-TTC1-2,NCBI Info
TRY-GTA5-3,"TRNAY14, TRY-GTA5-1",TRY-GTA5-1,NCBI Info
TRW-CCA3-1,"TRNAW9, TRW-CCA3-2",TRW-CCA3-2,NCBI Info
TRY-GTA5-1,"TRNAY15, TRY-GTA5-4",TRY-GTA5-4,NCBI Info
TRT-AGT5-1,"TRNAT22, TRT-AGT4-1",TRT-AGT4-1,NCBI Info
LOC100189498,"TRG-CCC6-1, TRNAG34P",TRG-CCC6-1,NCBI Info
GAPDHP44,GAPDH,GAPDH,NCBI Info
AIRN,"AIR, IGF2R-AS, IGF2R-AS1, IGF2RAS, NCRNA00088",AIR,NCBI Info
CMC4,"C6.1B, MTCP1, MTCP1B, MTCP1NB, p8, p8MTCP1",MTCP1,NCBI Info
DDX11L10,"DDX11L1, DDX11P",DDX11L1,NCBI Info
POTEB2,"POTE-15, POTEB",POTEB,NCBI Info
FOXL3-OT1,"FOXL3, WI2-2373I1.2",FOXL3,NCBI Info
HYDIN2,HYDINP1,HYDINP1,NCBI Info
LOC100288966,"A26B3, ANKRD21, POTE, POTED",POTED,NCBI Info
TSPY10,"CT78, TSPY, TSPY1, TSPY3","TSPY1, TSPY3",NCBI Info
GPR75-ASB3,"ASB-3, ASB3",ASB3,NCBI Info
TMED7-TICAM2,"MyD88-4, TICAM-2, TICAM2, TIRAP3, TIRP, TRAM",TICAM2,NCBI Info
MYP17,MYP4,MYP4,NCBI Info
IGLL5,"IGL, IGLV, VL-MAR",IGL,NCBI Info
USP2-AS1,"gLINC, THY1-AS1",THY1-AS1,NCBI Info
ARL17B,"ARL17, ARL17A",ARL17A,NCBI Info
UFM1P3,UFM1P1,UFM1P1,NCBI Info
MRLN,"Linc-RAM, LINC00948, M1, MLN, MUSER1",MLN,NCBI Info
LINC01013,"AERRIE, LINC02921",LINC02921,NCBI Info
LY75-CD302,"CD205, CLEC13B, DEC-205, gp200-MR6, Ly-75, LY75",LY75,NCBI Info
ARPC4-TTLL3,"ARC20, ARPC4, p20-ARC",ARPC4,NCBI Info
MSANTD3-TMEFF1,"C9orf2, C9orf3-TMEFF1, C9orf30-TMEFF1, H7365, TMEFF1, TR-1",TMEFF1,NCBI Info
RBM14-RBM4,"COAZ, PSP2, RBM14, SIP",RBM14,NCBI Info
CENPS-CORT,"APITD1, APITD1-CORT, CENP-S, CENPS, FAAP16, MHF1",CENPS,NCBI Info
CCDC169-SOHLH2,"C13orf38-SOHLH2, SOHLH2, TEB1",SOHLH2,NCBI Info
RNF103-CHMP3,"CGI149, CHMP3, hVps24, NEDF, RNF103-VPS24, VPS24",CHMP3,NCBI Info
ARPIN-AP3S2,"ARPIN, C15orf38, C15orf38-AP3S2",ARPIN,NCBI Info
NT5C1B-RDH14,"AIRP, cN-IB, cN1B, NT5C1B",NT5C1B,NCBI Info
SLX1A-SULT1A3,"HAST3, M-PST, ST1A3, STM, SULT1A3, TL-PST",SULT1A3,NCBI Info
SEPT5-GP1BB,"GP1BB, GPIb-beta, GPIbB",GP1BB,NCBI Info
FPGT-TNNI3K,"CARK, TNNI3K",TNNI3K,NCBI Info
RPL17-C18orf32,"PD-1, RPL17",RPL17,NCBI Info
GJA9-MYCBP,"Cx58, Cx59, GJA10, GJA9","GJA10, GJA9",NCBI Info
MROH7-TTC4,"C1orf175, HEATR8, HEATR8-TTC4, MROH7",MROH7,NCBI Info
PMF1-BGLAP,"PMF-1, PMF1",PMF1,NCBI Info
